Manufacturer,Model,Description,Transmission,Transmission type,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of driving 12000 Miles (£s),Electricity cost of driving 12000 Miles (£s),Total costs 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [mg/km],Euro Standard,Booklet,VED Band
AUDI,A4 Avant,2.0 TDIe 136PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,232.00",,"£1,232.00",70.0,203,,147,171,0,5,August 2013,C
AUDI,A4 Avant,2.0 TDIe 163PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,120,"£1,260.00",,"£1,260.00",71.0,144,,133,150,0.1,5,August 2013,C
AUDI,A4 Avant,2.0 TFSI 211PS Multitronic Stop-Start,Automatic,AV,1984,Petrol,,,,,7.7,5.4,6.2,36.7,52.3,45.6,144,"£1,651.00",,"£1,651.00",73.0,314,35,29,,,5,August 2013,F
AUDI,A4 Avant,2.0 TFSI quattro 211PS 7speed S-Tronic Stop-Start,Automatic,QD7,1984,Petrol,,,,,8.7,6.0,7.1,32.5,47.1,39.8,163,"£1,892.00",,"£1,892.00",74.0,505,52,45,,,5,August 2013,G
AUDI,A4 Avant,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,,,,,9.0,5.8,7.0,31.4,48.7,40.4,162,"£1,863.00",,"£1,863.00",74.0,412,48,42,,,5,August 2013,G
AUDI,A4 Avant,3.0 V6 TDI 204PS Multitronic Stop-Start ,Automatic,AV,2967,Diesel,,,,,5.7,4.8,5.1,49.6,58.9,55.4,135,"£1,428.00",,"£1,428.00",71.0,210,,172,189,0.2,5,August 2013,E
AUDI,A4 Avant,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,,,,,7.0,5.2,5.9,40.4,54.3,47.9,154,"£1,651.00",,"£1,651.00",69.0,261,,149,173,0.3,5,August 2013,G
AUDI,A4 Avant,3.0 V6 TDI quattro 245PS Stop-Start,Manual,QM6,2967,Diesel,,,,,7.3,5.1,5.9,38.7,55.4,47.9,154,"£1,651.00",,"£1,651.00",74.0,399,,173,215,0.4,5,August 2013,G
AUDI,A4 Avant,S4 3.0 TFSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,11.2,6.8,8.4,25.2,41.5,33.6,197,"£2,241.00",,"£2,241.00",74.0,392,70,60,,,5,August 2013,J
AUDI,A4 Saloon,1.8 TFSI 120PS,Manual,M6,1798,Petrol,,,,,8.6,5.3,6.5,32.8,53.3,43.5,151,"£1,731.00",,"£1,731.00",73.0,370,35,30,,,5,August 2013,G
AUDI,A4 Saloon,1.8 TFSI 170PS Multitronic Stop-Start,Automatic,AV,1798,Petrol,,,,,6.9,5.1,5.8,40.9,55.4,48.7,134,"£1,546.00",,"£1,546.00",70.0,195,49,42,,,5,August 2013,E
AUDI,A4 Saloon,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,,,,,7.4,4.8,5.7,38.2,58.9,49.6,134,"£1,518.00",,"£1,518.00",71.0,342,51,42,,,5,August 2013,E
AUDI,A4 Saloon,2.0 TDI 143PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,343.00",,"£1,343.00",70.0,103,,142,158,0,5,August 2013,D
AUDI,A4 Saloon,2.0 TDI 143PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,119,"£1,260.00",,"£1,260.00",70.0,144,,138,156,0.2,5,August 2013,C
AUDI,A4 Saloon,2.0 TDI 177PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,343.00",,"£1,343.00",71.0,103,,142,158,0,5,August 2013,D
AUDI,A4 Saloon,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,288.00",,"£1,288.00",71.0,185,,133,163,0,5,August 2013,C
AUDI,A4 Saloon,2.0 TDI quattro 177PS Stop-Start,Manual,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,428.00",,"£1,428.00",71.0,207,,143,174,0,5,August 2013,E
AUDI,A4 Saloon,2.0 TDIe 136PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.2,3.7,4.3,54.3,76.3,65.7,112,"£1,204.00",,"£1,204.00",70.0,203,,147,171,0,5,August 2013,C
AUDI,A4 Saloon,2.0 TDIe 163PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.4,3.8,4.4,52.3,74.3,64.2,115,"£1,232.00",,"£1,232.00",71.0,144,,133,150,0.1,5,August 2013,C
AUDI,A4 Saloon,2.0 TFSI 211PS Multitronic Stop-Start,Automatic,AV,1984,Petrol,,,,,7.7,5.0,6.0,36.7,56.5,47.1,140,"£1,598.00",,"£1,598.00",73.0,290,37,31,,,5,August 2013,E
AUDI,A4 Saloon,2.0 TFSI quattro 211PS 7speed S-Tronic,Automatic,QD7,1984,Petrol,,,,,8.8,5.8,7.0,32.1,48.7,40.4,159,"£1,863.00",,"£1,863.00",74.0,655,62,53,,,5,August 2013,G
AUDI,A4 Saloon,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,159,"£1,814.00",,"£1,814.00",74.0,290,39,35,,,5,August 2013,G
AUDI,A4 Saloon,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,,,,,5.5,4.6,4.9,51.4,61.4,57.6,129,"£1,373.00",,"£1,373.00",71.0,210,,172,189,0.1,5,August 2013,D
AUDI,A4 Saloon,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,595.00",,"£1,595.00",69.0,261,,149,173,0.2,5,August 2013,F
AUDI,A4 Saloon,3.0 V6 TDI quattro 245PS Stop-Start,Manual,QM6,2967,Diesel,,,,,7.2,4.9,5.8,39.2,57.6,48.7,152,"£1,624.00",,"£1,624.00",74.0,399,,173,215,0.4,5,August 2013,G
AUDI,A4 Saloon,S4 3.0 TFSI V6 quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£2,157.00",,"£2,157.00",74.0,262,27,22,,,5,August 2013,J
AUDI,A5 Cabriolet,1.8 TFSI 170PS Multitronic,Automatic,AV,1789,Petrol,,,,,7.2,5.6,6.2,39.2,50.4,45.6,143,"£1,651.00",,"£1,651.00",70.0,299,43,37,,,5,August 2013,F
AUDI,A5 Cabriolet,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,,,,,7.9,5.1,6.2,35.8,55.4,45.6,143,"£1,651.00",,"£1,651.00",71.0,339,50,42,,,5,August 2013,F
AUDI,A5 Cabriolet,2.0 TDI 143PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,126,"£1,343.00",,"£1,343.00",71.0,185,,133,163,0.6,5,August 2013,D
AUDI,A5 Cabriolet,2.0 TDI 177PS,Manual,M6,1968,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,127,"£1,373.00",,"£1,373.00",71.0,185,,133,163,0.6,5,August 2013,D
AUDI,A5 Cabriolet,2.0 TDI 177PS Multitronic,Automatic,AV,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,132,"£1,400.00",,"£1,400.00",71.0,103,,142,158,0,5,August 2013,E
AUDI,A5 Cabriolet,2.0 TDI quattro 177PS,Manual,QM6,1968,Diesel,,,,,6.5,4.9,5.4,43.5,57.9,52.3,142,"£1,512.00",,"£1,512.00",71.0,207,,143,179,0,5,August 2013,F
AUDI,A5 Cabriolet,2.0 TFSI 211PS,Manual,M6,1984,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,154,"£1,759.00",,"£1,759.00",74.0,270,34,29,,,5,August 2013,G
AUDI,A5 Cabriolet,2.0 TFSI 211PS Multitronic Stop-Start,Automatic,AV,1984,Petrol,,,,,7.8,5.6,6.4,36.2,50.4,44.1,149,"£1,707.00",,"£1,707.00",73.0,314,35,29,,,5,August 2013,F
AUDI,A5 Cabriolet,2.0 TFSI quattro 211PS 7speed S-Tronic Stop-Start,Automatic,QD7,1984,Petrol,,,,,8.8,6.1,7.2,32.1,46.3,39.2,164,"£1,920.00",,"£1,920.00",74.0,505,52,45,,,5,August 2013,G
AUDI,A5 Cabriolet,3.0 TFSI quattro 272PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,11.2,6.9,8.5,25.2,40.9,33.2,199,"£2,268.00",,"£2,268.00",72.0,499,32,24,,,5,August 2013,J
AUDI,A5 Cabriolet,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,,,,,5.8,4.9,5.2,48.7,57.6,54.3,138,"£1,457.00",,"£1,457.00",71.0,210,,172,189,0.1,5,August 2013,E
AUDI,A5 Cabriolet,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,,,,,7.0,5.2,5.9,40.4,54.3,47.9,154,"£1,651.00",,"£1,651.00",69.0,261,,149,173,0.2,5,August 2013,G
AUDI,A5 Cabriolet,S5 V6 quattro 333PS 7speed S-Tronic Stop-Start,Automatic,QD7,2995,Petrol,,,,,11.2,6.9,8.5,25.2,40.9,33.2,199,"£2,268.00",,"£2,268.00",74.0,499,32,24,,,5,August 2013,J
AUDI,A5 Coupé,1.8 TFSI 170PS ,Manual,M6,1798,Petrol,,,,,7.4,4.8,5.7,38.2,58.9,49.6,134,"£1,518.00",,"£1,518.00",71.0,342,51,42,,,5,August 2013,E
AUDI,A5 Coupé,1.8 TFSI 170PS 8speed Multitronic,Automatic,AV,1798,Petrol,,,,,6.9,5.1,5.8,40.9,55.4,48.7,134,"£1,546.00",,"£1,546.00",70.0,195,49,42,,,5,August 2013,E
AUDI,A5 Coupé,2.0 TDI 177PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,123,"£1,316.00",,"£1,316.00",71.0,103,,142,158,0,5,August 2013,D
AUDI,A5 Coupé,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,288.00",,"£1,288.00",71.0,185,,133,163,0.6,5,August 2013,C
AUDI,A5 Coupé,2.0 TDI quattro 177PS Stop-Start ,Manual,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,428.00",,"£1,428.00",71.0,207,,143,174,0,5,August 2013,E
AUDI,A5 Coupé,2.0 TDIe 163PS,Manual,M6,1968,Diesel,,,,,5.4,3.8,4.4,52.3,74.3,64.2,115,"£1,232.00",,"£1,232.00",71.0,144,,133,150,0.1,5,August 2013,C
AUDI,A5 Coupé,2.0 TFSI 211PS,Manual,M6,1984,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,144,"£1,680.00",,"£1,680.00",74.0,270,37,29,,,5,August 2013,F
AUDI,A5 Coupé,2.0 TFSI 211PS 8speed Multitronic,Automatic,AV,1984,Petrol,,,,,7.7,5.0,6.0,36.7,56.5,47.1,140,"£1,598.00",,"£1,598.00",73.0,290,37,31,,,5,August 2013,E
AUDI,A5 Coupé,2.0 TFSI quattro 211PS 7speed S-Tronic,Automatic,QD7,1984,Petrol,,,,,8.8,5.8,7.0,32.1,48.7,40.4,159,"£1,863.00",,"£1,863.00",74.0,655,62,53,,,5,August 2013,G
AUDI,A5 Coupé,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,159,"£1,814.00",,"£1,814.00",74.0,290,39,35,,,5,August 2013,G
AUDI,A5 Coupé,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,,,,,5.5,4.6,4.9,51.4,61.4,57.6,129,"£1,373.00",,"£1,373.00",71.0,210,,172,189,0.1,5,August 2013,D
AUDI,A5 Coupé,3.0 V6 TDI 245PS quattro 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,595.00",,"£1,595.00",69.0,261,,149,173,0.3,5,August 2013,F
AUDI,A5 Coupé,3.0 V6 TFSI quattro 272PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£2,157.00",,"£2,157.00",72.0,262,27,22,,,5,August 2013,J
AUDI,A5 Coupé,RS5 4.2 V8 quattro 450PS 7speed S-Tronic,Automatic,QD7,4163,Petrol,,,,,14.4,8.3,10.5,19.6,34.0,26.9,246,"£2,799.00",,"£2,799.00",73.0,502,53,45,,,5,August 2013,L
AUDI,A5 Coupé,S5 3.0 V6 TFSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£2,157.00",,"£2,157.00",74.0,262,27,22,,,5,August 2013,J
AUDI,A5 Sportback,1.8 TFSI 170PS Multitronic Stop-Start,Automatic,AV,1798,Petrol,,,,,7.0,5.2,5.9,40.4,54.3,47.9,136,"£1,572.00",,"£1,572.00",70.0,195,49,42,,,5,August 2013,E
AUDI,A5 Sportback,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,,,,,7.5,4.9,5.8,37.7,57.6,48.7,136,"£1,546.00",,"£1,546.00",71.0,342,51,42,,,5,August 2013,E
AUDI,A5 Sportback,2.0 TDI 143PS Multitronic,Automatic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,343.00",,"£1,343.00",72.0,100,,110,122,0.7,5,August 2013,D
AUDI,A5 Sportback,2.0 TDI 177PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,343.00",,"£1,343.00",71.0,103,,142,158,0,5,August 2013,D
AUDI,A5 Sportback,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,288.00",,"£1,288.00",71.0,185,,133,163,0.6,5,August 2013,C
AUDI,A5 Sportback,2.0 TDI quattro 177PS 7speed S-Tronic,Automatic,QD7,1968,Diesel,,,,,6.4,4.7,5.3,44.1,60.1,53.3,139,"£1,484.00",,"£1,484.00",70.0,159,,135,161,0.3,5,August 2013,E
AUDI,A5 Sportback,2.0 TDI quattro 177PS Stop-Start,Manual,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,428.00",,"£1,428.00",71.0,207,,143,174,0,5,August 2013,E
AUDI,A5 Sportback,2.0 TDIe 136PS,Manual,M6,1968,Diesel,,,,,5.4,3.9,4.4,52.3,72.4,64.2,117,"£1,232.00",,"£1,232.00",70.0,203,,147,171,0,5,August 2013,C
AUDI,A5 Sportback,2.0 TDIe 163PS,Manual,M6,1968,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,118,"£1,260.00",,"£1,260.00",71.0,144,,133,150,0.1,5,August 2013,C
AUDI,A5 Sportback,2.0 TFSI 211PS,Manual,M6,1984,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,144,"£1,680.00",,"£1,680.00",74.0,270,34,29,,,5,August 2013,F
AUDI,A5 Sportback,2.0 TFSI 211PS 8speed Multitronic Stop-Start,Automatic,AV,1984,Petrol,,,,,7.7,5.3,6.2,36.7,53.3,45.6,144,"£1,651.00",,"£1,651.00",73.0,290,37,31,,,5,August 2013,F
AUDI,A5 Sportback,2.0 TFSI quattro 211PS 7speed S-Tronic ,Automatic,QD7,1984,Petrol,,,,,8.8,5.8,7.0,32.1,48.7,40.4,159,"£1,863.00",,"£1,863.00",74.0,655,62,53,,,5,August 2013,G
AUDI,A5 Sportback,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,159,"£1,814.00",,"£1,814.00",74.0,290,39,35,,,5,August 2013,G
AUDI,A5 Sportback,3.0 TDI quattro 245PS,Manual,QM6,2967,Diesel,,,,,7.2,4.9,5.8,39.2,57.6,48.7,152,"£1,624.00",,"£1,624.00",74.0,399,,173,215,0.4,5,August 2013,G
AUDI,A5 Sportback,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,,,,,5.5,4.6,4.9,51.4,61.4,57.6,129,"£1,373.00",,"£1,373.00",71.0,210,,172,189,0.2,5,August 2013,D
AUDI,A5 Sportback,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,595.00",,"£1,595.00",69.0,261,,149,173,0.2,5,August 2013,F
AUDI,A5 Sportback,S5 3.0 V6 FSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£2,157.00",,"£2,157.00",74.0,262,27,22,,,5,August 2013,J
AUDI,A6 Allroad,3.0 TDI quattro V6 204PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,7.0,5.5,6.1,40.4,51.4,46.3,159,"£1,708.00",,"£1,708.00",69.0,321,,165,187,0.2,5,August 2013,G
AUDI,A6 Allroad,3.0 TDI quattro V6 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,7.4,5.6,6.3,38.2,50.4,44.8,165,"£1,766.00",,"£1,766.00",69.0,234,,72,96,1.4,5,August 2013,G
AUDI,A6 Allroad,3.0 TFSI V6 quattro 310PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,11.8,7.1,8.9,23.9,39.8,31.7,206,"£2,375.00",,"£2,375.00",72.0,380,28,22,,,5,August 2013,K
AUDI,A6 Allroad,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,,,,,7.9,6.0,6.7,35.8,47.1,42.2,176,"£1,874.00",,"£1,874.00",70.0,288,,153,181,0.3,5,August 2013,I
AUDI,A6 Avant,2.0 TDI 177PS,Manual,M6,1968,Diesel,,,,,6.1,4.5,5.0,46.3,62.8,56.5,132,"£1,400.00",,"£1,400.00",70.0,156,,143,165,0,5,August 2013,E
AUDI,A6 Avant,2.0 TDI 177PS 8speed Multitronic,Automatic,AV,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,135,"£1,428.00",,"£1,428.00",71.0,120,,143,154,0.1,5,August 2013,E
AUDI,A6 Avant,3.0 TDI 204PS,Manual,M6,2967,Diesel,,,,,6.5,4.4,5.3,43.5,64.2,53.3,139,"£1,484.00",,"£1,484.00",71.0,355,,178,212,0.3,5,August 2013,E
AUDI,A6 Avant,3.0 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,457.00",,"£1,457.00",71.0,323,,172,194,1,5,August 2013,E
AUDI,A6 Avant,3.0 TDI quattro 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,7.2,5.2,5.9,39.2,54.3,47.9,156,"£1,651.00",,"£1,651.00",71.0,350,,139,167,0,5,August 2013,G
AUDI,A6 Avant,3.0 TFSI quattro 310PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£2,188.00",,"£2,188.00",72.0,264,29,24,,,5,August 2013,J
AUDI,A6 Avant,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,794.00",,"£1,794.00",73.0,79,,177,193,0.4,5,August 2013,H
AUDI,A6 Avant,S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,,,,,13.4,7.5,9.7,21.1,37.7,29.1,226,"£2,587.00",,"£2,587.00",69.0,554,60,45,,,5,August 2013,L
AUDI,A6 Saloon,2.0 TDI 177PS,Manual,M6,1968,Diesel,,,,,6.0,4.4,4.9,47.1,64.2,57.6,129,"£1,373.00",,"£1,373.00",74.0,152,,143,165,0.3,5,August 2013,D
AUDI,A6 Saloon,2.0 TDI 177PS 8speed Multitronic,Automatic,AV,1968,Diesel,,,,,6.0,4.4,5.0,47.1,64.2,56.5,132,"£1,400.00",,"£1,400.00",71.0,120,,143,154,0.1,5,August 2013,E
AUDI,A6 Saloon,3.0 TDI 204PS,Manual,M6,2967,Diesel,,,,,6.5,4.4,5.3,43.5,64.2,53.3,139,"£1,484.00",,"£1,484.00",71.0,355,,178,212,0.3,5,August 2013,E
AUDI,A6 Saloon,3.0 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,,,,,5.8,4.6,5.1,48.7,61.4,55.5,133,"£1,425.00",,"£1,425.00",71.0,323,,172,194,0.7,5,August 2013,E
AUDI,A6 Saloon,3.0 TDI quattro 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,7.2,5.2,5.9,39.2,54.3,47.9,156,"£1,651.00",,"£1,651.00",71.0,350,,139,167,0.3,5,August 2013,G
AUDI,A6 Saloon,3.0 TFSI quattro 310PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£2,188.00",,"£2,188.00",74.0,264,29,24,,,5,August 2013,J
AUDI,A6 Saloon,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,794.00",,"£1,794.00",73.0,79,,177,193,0.4,5,August 2013,H
AUDI,A6 Saloon,S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,,,,,13.4,7.5,9.6,21.1,37.7,29.4,225,"£2,561.00",,"£2,561.00",69.0,554,60,45,,,5,August 2013,K
AUDI,A7 Sportback,2.8 V6 FSI quattro 204PS 7speed S-Tronic,Automatic,QD7,2773,Petrol,,,,,10.7,6.5,8.0,26.4,43.5,35.3,187,"£2,133.00",,"£2,133.00",70.0,314,49,41,,,5,August 2013,J
AUDI,A7 Sportback,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,794.00",,"£1,794.00",70.0,79,,177,193,0.4,5,August 2013,H
AUDI,A7 Sportback,3.0 V6 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,,,,,5.9,4.7,5.1,47.9,60.1,55.4,135,"£1,428.00",,"£1,428.00",71.0,323,,172,194,0.7,5,August 2013,E
AUDI,A7 Sportback,3.0 V6 TDi 245ps quattro 8 speed Tiptronic,Automatic,QA8,2967,Diesel,,,,,7.2,5.3,5.9,39.2,53.2,47.9,156,"£1,651.00",,"£1,651.00",71.0,202,,145,166,0.4,5,August 2013,G
AUDI,A7 Sportback,3.0 V6 TDI quattro 204PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,6.8,5.1,5.8,41.5,55.4,48.7,152,"£1,624.00",,"£1,624.00",69.0,377,,168,192,0.2,5,August 2013,G
AUDI,A7 Sportback,3.0 V6 TDI quattro 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,,,,,7.2,5.3,5.9,39.2,54.3,47.9,156,"£1,651.00",,"£1,651.00",71.0,350,,139,167,0.3,5,August 2013,G
AUDI,A7 Sportback,3.0 V6 TFSI quattro 310PS 7speed S-Tronic ,Automatic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£2,188.00",,"£2,188.00",72.0,264,29,24,,,5,August 2013,J
AUDI,A7 Sportback,S7 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,,,,,13.4,7.5,9.6,21.1,37.7,29.4,225,"£2,561.00",,"£2,561.00",69.0,554,60,45,,,5,August 2013,K
AUDI,A8,3.0 FSI V6 quattro 290PS 8speed Tiptronic LWB,Automatic,QA8,2967,Petrol,,,,,13.1,7.1,9.3,21.6,39.8,30.4,217,"£2,476.00",,"£2,476.00",73.0,670,49,41,,,5,August 2013,K
AUDI,A8,3.0 FSI V6 quattro 290PS 8speed Tiptronic SWB,Automatic,QA8,2967,Petrol,,,,,12.9,6.9,9.1,21.9,40.9,31.0,213,"£2,428.00",,"£2,428.00",73.0,317,32,27,,,5,August 2013,K
AUDI,A8,3.0 TDI 204PS 8speed Tiptronic,Automatic,A8,2967,Diesel,,,,,7.4,5.2,6.0,38.2,54.3,47.1,158,"£1,679.00",,"£1,679.00",74.0,202,,145,166,0.4,5,August 2013,G
AUDI,A8,3.0 TDI V6 quattro 250PS 8speed Tiptronic SWB ,Automatic,QA8,2967,Diesel,,,,,8.0,5.8,6.6,35.3,48.7,42.8,174,"£1,848.00",,"£1,848.00",72.0,214,,160,179,0.1,5,August 2013,H
AUDI,A8,3.0 V6 TDI quattro 250PS 8speed Tiptronic LWB,Automatic,QA8,2967,Diesel,,,,,8.0,5.8,6.6,35.3,48.7,42.8,176,"£1,848.00",,"£1,848.00",72.0,214,,160,179,0.1,5,August 2013,I
AUDI,A8,4.2 FSI V8 quattro 372PS 8speed Tiptronic LWB,Automatic,QA8,4163,Petrol,,,,,13.6,7.4,9.7,20.8,38.2,29.1,224,"£2,587.00",,"£2,587.00",73.0,619,63,55,,,5,August 2013,K
AUDI,A8,4.2 FSI V8 quattro 372PS 8speed Tiptronic SWB ,Automatic,QA8,4163,Petrol,,,,,13.3,7.2,9.5,21.2,39.2,29.7,219,"£2,535.00",,"£2,535.00",73.0,619,63,55,,,5,August 2013,K
AUDI,A8,4.2 V8 TDI quattro 350PS 8speed Tiptronic LWB,Automatic,QA8,4134,Diesel,,,,,10.3,6.2,7.8,27.4,45.6,36.2,204,"£2,185.00",,"£2,185.00",72.0,252,,164,189,2.5,5,August 2013,K
AUDI,A8,4.2 V8 TDI quattro 350PS 8speed Tiptronic SWB ,Automatic,QA8,4134,Diesel,,,,,10.2,6.1,7.6,27.7,46.3,37.2,199,"£2,126.00",,"£2,126.00",72.0,252,,164,189,2.5,5,August 2013,J
AUDI,A8,6.3 W12 quattro 550PS LWB,Automatic,QA8,6299,Petrol,,,,,18.2,9.0,12.4,15.5,31.4,22.8,290,"£3,302.00",,"£3,302.00",71.0,380,53,43,,,5,August 2013,M
AUDI,A8,S8 4.0 V8 FSI quattro 520PS 8speed S-Tronic ,Automatic,QA8,3993,Petrol,,,,,14.4,7.6,10.1,19.6,37.2,28.0,235,"£2,689.00",,"£2,689.00",70.0,513,56,40,,,5,August 2013,L
AUDI,A8 Hybrid,2.0 TFSI  210PS 8speed S-Tronic LWB,Automatic,A8,1968,Petrol Hybrid,,,,,6.9,6.2,6.4,40.9,45.6,44.1,149,"£1,707.00",,"£1,707.00",71.0,222,25,20,,,5,August 2013,F
AUDI,A8 Hybrid,2.0 TFSI  210PS 8speed S-Tronic SWB,Automatic,A8,1968,Petrol Hybrid,,,,,6.4,6.2,6.3,44.1,45.6,44.8,147,"£1,680.00",,"£1,680.00",71.0,222,25,20,,,5,August 2013,F
