Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
MINI,MINI Clubman R55,MINI Cooper S Clubman - from March 2010,A6,1598,Petrol,8.9,5.0,6.4,31.7,56.5,44.1,150,1385,74.0,429.2,39.4,17.3,,,
MINI,MINI Clubman R55,MINI One Clubman - from March 2010,A6,1598,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,152,1405,72.0,317.5,43.9,40.6,,,
MINI,MINI Clubman R55,MINI Cooper Clubman - from March 2010,A6,1598,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,152,1405,72.0,420.0,48.0,24.3,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - up to February 2010,M6,1598,Petrol,8.1,5.7,6.6,34.9,49.6,42.8,153,1428,74.0,649.8,63.1,7.7,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - from March 2010,A6,1598,Petrol,9.1,5.1,6.6,31.0,55.4,42.8,153,1428,74.0,429.2,39.4,17.3,,,
MINI,MINI Convertible R57,MINI One Convertible - from March 2010,A6,1598,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,154,1428,72.0,317.5,43.9,40.6,,,
MINI,MINI Convertible R57,MINI Cooper Convertible - from March 2010,A6,1598,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,154,1428,72.0,420.0,48.0,24.3,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback - up to February 2010 ,A6,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,165,1535,73.0,489.9,58.0,8.5,,,
MINI,MINI Hatchback R56,MINI John Cooper Works Hatchback - from March 2010,M6,1598,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,165,1535,75.0,764.3,49.4,11.0,,,
MINI,MINI Clubman R55,MINI John Cooper Works Clubman - from March 2010,M6,1598,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,167,1559,75.0,764.3,49.4,11.0,,,
MINI,MINI Clubman R55,MINI Cooper S Clubman - up to February 2010,A6,1598,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,168,1559,74.0,489.9,58.0,8.5,,,
MINI,MINI Convertible R57,MINI John Cooper Works Convertible - from March 2010,M6,1598,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,169,1579,75.0,764.3,49.4,11.0,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - up to February 2010,A6,1598,Petrol,9.7,5.9,7.3,29.1,47.9,38.7,170,1579,73.0,489.9,58.0,8.5,,,
NISSAN,Pixo,1.0,M5,996,Petrol,5.5,3.8,4.4,51.4,74.3,64.3,103,950,68.6,449.4,35.1,32.2,,,
NISSAN,Pixo,1.0,A4,996,Petrol,6.7,4.5,5.2,42.2,62.8,54.3,122,1125,71.0,227.3,32.6,30.9,,,
NISSAN,Cube,1.6,M5,1598,Petrol,8.3,5.6,6.6,34.0,50.4,42.8,151,1428,69.4,300.2,35.2,32.0,,,
NISSAN,Cube,1.6,CVT,1598,Petrol,8.8,5.9,7.0,32.1,47.8,40.4,159,1512,66.5,311.3,45.4,42.4,,,
NISSAN,370Z  ,Coupé,A7,3696,Petrol,15.3,7.8,10.5,18.5,36.2,26.9,245,2271,70.5,146.9,26.2,22.9,,,
NISSAN,370Z  ,Coupé,M6,3696,Petrol,15.4,7.8,10.6,18.3,36.2,26.6,248,2297,73.4,210.1,19.3,15.8,,,
NISSAN,370Z  ,Roadster,A7,3696,Petrol,15..8,8.1,10.9,17.9,34.9,25.9,254,2359,70.5,134.4,22.9,18.9,,,
NISSAN,370Z  ,Roadster,M6,3696,Petrol,16.2,8.3,11.2,17.4,34.0,25.2,262,2425,73.4,250.8,20.3,16.6,,,
NISSAN,GTR,Coupé,A6,3799,Petrol,18.2,9.2,12.5,15.5,30.7,22.6,295,2703,71.0,162.3,23.5,14.5,,,
PEUGEOT,207 From August 2009 onwards,1.6 HDi FAP (112 bhp),M6,1560,Diesel,5.7,4.0,4.6,49.5,70.5,61.3,119,1006,72.0,340.0,,173.0,209.0,3.000,
PEUGEOT,207 SW From August 2009 onwards,1.6 HDi FAP (112 bhp) Energy Saver Tyres,M6,1560,Diesel,5.7,4.0,4.6,49.5,70.5,61.3,119,1006,72.0,340.0,,173.0,209.0,3.000,
PEUGEOT,308,1.6 HDi FAP (112 bhp) Energy Saver Tyres,A6,1560,Diesel,5.6,3.9,4.5,50.4,72.3,62.7,119,983,70.2,318.0,,146.0,172.0,1.000,
PEUGEOT,207 SW OUTDOOR From August 2009 onwards,1.6 HDi FAP (112 bhp),M6,1560,Diesel,5.8,4.1,4.7,48.6,68.8,60.0,124,1027,72.0,373.0,,170.0,213.0,1.000,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 HDi FAP (112 bhp) Energy Saver Tyres,M6,1560,Diesel,6.0,4.1,4.8,47.0,68.8,58.8,125,1048,72.0,340.0,,173.0,209.0,3.000,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 HDi FAP (112 bhp),M6,1560,Diesel,6.1,4.2,4.9,46.3,67.2,57.6,127,1070,72.0,340.0,,173.0,209.0,3.000,
PEUGEOT,308 Coupé Cabriolet,1.6 HDi FAP (112 bhp) Energy Saver Tyres,M6,1997,Diesel,6.4,4.4,5.1,44.1,64.1,55.3,133,1115,71.8,351.0,,173.0,209.0,1.000,
PEUGEOT,207 From August 2009 onwards,1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.7,4.9,5.9,36.6,57.6,47.8,137,1278,72.0,275.0,54.0,33.0,,,
PEUGEOT,207 SW From August 2009 onwards,1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.7,4.9,5.9,36.6,57.6,47.8,137,1278,72.0,275.0,54.0,33.0,,,
PEUGEOT,308 Coupé Cabriolet,1.6 HDi FAP (112 bhp),M6,1560,Diesel,6.6,4.6,5.3,42.8,61.3,53.2,138,1159,71.8,351.0,,173.0,209.0,0.700,
PEUGEOT,RCZ,2.0 HDi FAP (163 bhp),M6,1997,Diesel,6.8,4.5,5.3,41.5,62.7,53.2,139,1159,73.6,362.0,,153.0,182.0,1.000,
PEUGEOT,207 From August 2009 onwards,1.6 VTi (120 bhp) Energy Saver Tyres,M5,1598,Petrol,8.0,4.9,6.0,35.3,57.6,47.0,139,1300,73.0,232.0,52.0,59.0,,,
PEUGEOT,407 Coupé,2.0 HDi FAP (163 bhp),M6,1997,Diesel,6.9,4.5,5.4,40.9,62.7,52.3,140,1179,74.0,260.0,,161.0,183.0,0.700,
PEUGEOT,207 SW From August 2009 onwards,1.6 VTi (120 bhp) Energy Saver Tyres,M5,1598,Petrol,8.3,4.9,6.1,34.0,57.6,46.3,140,1320,72.8,645.0,51.0,17.0,,,
PEUGEOT,207,1.6 VTi (120 bhp) ,M5,1598,Petrol,8.1,5.0,6.1,34.8,56.4,46.3,141,1320,73.0,232.0,52.0,59.0,,,
PEUGEOT,207 SW,1.6 VTi (120 bhp),M5,1598,Petrol,8.4,5.0,6.2,33.6,56.4,45.5,143,1343,73.0,645.0,51.0,17.0,,,
PEUGEOT,308,2.0 HDi FAP (140 bhp),M6,1997,Diesel,7.2,4.5,5.5,39.2,62.7,51.3,144,1202,74.9,243.0,,164.0,185.0,2.000,
PEUGEOT,207 From August 2009 onwards,1.4 (75 bhp) Energy Saver Tyres,M5,1360,Petrol,8.6,4.9,6.3,32.8,57.6,44.8,145,1364,73.6,366.0,48.0,36.0,,,
PEUGEOT,3008,2.0 HDi FAP (150 bhp) Energy Saver Tyres,M6,1997,Diesel,7.1,4.7,5.6,39.7,60.0,50.4,146,1223,73.0,336.0,,157.0,176.0,1.600,
PEUGEOT,207,1.4 (75 bhp),M5,1360,Petrol,8.7,5.0,6.4,32.4,56.4,44.1,147,1385,74.0,366.0,48.0,36.0,,,
PEUGEOT,207 SW OUTDOOR,1.6 VTi (120 bhp),M5,1598,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,148,1385,73.0,603.0,47.0,17.0,,,
PEUGEOT,3008,2.0 HDi FAP (150 bhp),M6,1997,Diesel,7.2,4.8,5.7,39.2,58.8,49.5,149,1245,73.0,336.0,,157.0,176.0,1.600,
PEUGEOT,407 Saloon,2.0 HDi FAP (140 bhp) ,M6,1997,Diesel,7.5,4.7,5.7,37.6,60.0,49.5,149,1245,74.7,238.0,,177.0,214.0,0.300,
PEUGEOT,407 SW,2.0 HDi FAP (140 bhp) ,M6,1997,Diesel,7.5,4.7,5.7,37.6,60.0,49.5,149,1245,74.7,238.0,,177.0,214.0,0.300,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 VTi (120 bhp) Energy Saver Tyres,M5,1598,Petrol,8.6,5.2,6.4,32.8,54.3,44.1,149,1385,72.8,645.0,51.0,17.0,,,
PEUGEOT,308,1.4 VTi (98 bhp),M5,1397,Petrol,8.6,5.3,6.5,32.8,53.2,43.4,149,1408,73.7,476.0,57.0,46.0,,,
PEUGEOT,207 Coupé Cabriolet,1.6 VTi (120 bhp),M5,1598,Petrol,8.7,5.3,6.5,32.4,53.2,43.4,150,1408,73.0,645.0,54.0,17.0,,,
PEUGEOT,5008,2.0 HDi FAP (150 bhp)  Energy Saver Tyres,M6,1997,Diesel,7.5,4.8,5.8,37.6,58.8,48.6,151,1268,73.2,430.0,,165.0,222.0,2.000,
PEUGEOT,5008,2.0 HDi FAP (150 bhp),M6,1997,Diesel,7.6,4.9,5.9,37.1,57.6,47.8,154,1290,73.2,430.0,,165.0,222.0,2.000,
PEUGEOT,308 Coupé Cabriolet,2.0 HDi FAP (140 bhp),M6,1997,Diesel,7.8,4.8,5.9,36.2,58.8,47.8,155,1290,72.0,281.0,,176.0,208.0,1.000,
PEUGEOT,308,1.6 THP (156 bhp),M6,1598,Petrol,9.4,5.2,6.7,30.0,54.3,42.1,155,1451,73.1,325.0,35.0,31.0,,,
PEUGEOT,RCZ,1.6 THP (156 bhp),M6,1598,Petrol,9.3,5.2,6.7,30.3,54.3,42.1,155,1451,71.0,451.0,26.0,18.0,,,
PEUGEOT,207 From August 2009 onwards,1.6 VTi (120 bhp) Energy Saver Tyres,A4,1598,Petrol,9.6,5.2,6.8,29.4,54.3,41.5,159,1472,74.0,470.0,58.0,26.0,,,
PEUGEOT,308 Coupé Cabriolet,1.6 VTi (120 bhp) Energy Saver Tyres,M5,1598,Petrol,9.3,5.5,6.9,30.3,51.3,40.9,159,1494,73.0,380.0,49.0,16.0,,,
PEUGEOT,5008,1.6 THP (120 bhp) Energy Saver Tyres - March 2010 production onwards,M5,1598,Petrol,9.4,5.5,6.9,30.0,51.3,40.9,159,1494,73.8,689.0,49.0,38.0,,,
PEUGEOT,RCZ,1.6 (200 bhp),M6,1598,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,159,1494,72.2,224.0,30.0,29.0,,,
PEUGEOT,207,1.6 VTi (120 bhp) ,A4,1598,Petrol,9.7,5.3,6.9,29.1,53.2,40.9,160,1494,74.0,470.0,58.0,26.0,,,
PEUGEOT,5008,1.6 THP (120 bhp) - March 2010 production onwards,M5,1598,Petrol,9.5,5.6,7.0,29.7,50.4,40.3,162,1516,73.8,437.0,42.0,42.0,,,
PEUGEOT,308 Coupé Cabriolet,1.6 VTi (120 bhp) ,M5,1598,Petrol,9.5,5.7,7.1,29.7,49.5,39.7,164,1539,73.0,380.0,49.0,16.0,,,
PEUGEOT,207 SW From August 2009 onwards,1.6 VTi (120 bhp),A4,1598,Petrol,10.1,5.6,7.2,27.9,50.4,39.2,165,1559,73.5,470.0,58.0,26.0,,,
PEUGEOT,308 Estate / SW,1.6 THP (156 bhp) SW Cielo Roof,M6,1598,Petrol,9.9,5.6,7.1,28.5,50.4,39.7,165,1539,73.1,325.0,35.0,31.0,,,
PEUGEOT,3008,1.6 THP (120 bhp) Energy Saver Tyres,M5,1598,Petrol,9.8,5.6,7.1,58.8,50.4,39.7,165,1539,73.0,486.0,52.0,36.0,,,
PEUGEOT,308 Coupé Cabriolet,1.6 THP (156 bhp),M6,1598,Petrol,10.0,5.5,7.2,28.2,51.3,39.2,167,1559,73.1,489.0,38.0,28.0,,,
PEUGEOT,3008,1.6 THP (156 bhp) Energy Saver Tyres,M6,1598,Petrol,9.9,5.6,7.1,28.5,50.4,39.7,167,1539,73.1,207.0,36.0,34.0,,,
PEUGEOT,5008,1.6 THP (156 bhp)  Energy Saver Tyres,M6,1598,Petrol,9.8,5.7,7.1,28.8,49.5,39.7,167,1539,72.9,608.0,31.0,18.0,,,
PEUGEOT,3008,1.6 THP (120 bhp),M5,1598,Petrol,10.0,5.8,7.3,28.2,48.6,38.7,168,1579,73.0,486.0,52.0,36.0,,,
PEUGEOT,RCZ,1.6 THP (156 bhp)  Energy Saver Tyres,A6,1598,Petrol,10.3,5.5,7.3,27.4,51.3,38.7,168,1579,73.1,294.0,25.0,20.0,,,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 VTi (120 bhp) Energy Saver Tyres,A4,1598,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,169,1579,73.5,470.0,58.0,26.0,,,
PEUGEOT,5008,1.6 THP (120 bhp) Energy Saver Tyres,M5,1598,Petrol,9.9,5.8,7.3,28.5,48.6,38.7,169,1579,73.8,689.0,49.0,38.0,,,
PEUGEOT,5008,1.6 THP (156 bhp),M6,1598,Petrol,9.9,5.8,7.3,28.5,48.6,38.7,169,1579,72.9,608.0,31.0,18.0,,,
PEUGEOT,Partner Tepee,1.6 (120 bhp),M5,1598,Petrol,9.6,6.0,7.3,29.4,47.0,38.7,169,1579,74.0,537.0,62.0,50.0,,,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 THP (156 bhp),M5,1598,Petrol,10.3,5.7,7.4,27.4,49.5,38.1,170,1604,71.9,830.0,38.0,34.0,,,
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 VTi (120 bhp),A4,1598,Petrol,10.4,5.7,7.4,27.1,49.5,38.1,171,1604,73.5,470.0,58.0,26.0,,,
PEUGEOT,5008,1.6 THP (156 bhp),M5,1598,Petrol,10.1,5.9,7.4,27.9,47.8,38.1,172,1604,73.8,689.0,49.0,38.0,,,
PEUGEOT,3008,2.0 HDi FAP (163 bhp) Energy Saver Tyres,A6,1997,Diesel,8.7,5.4,6.6,32.4,52.3,42.8,173,1440,73.0,182.0,,144.0,163.0,1.900,
PEUGEOT,3008,2.0 HDi FAP (163 bhp),A6,1997,Diesel,8.8,5.5,6.7,32.1,51.3,42.1,176,1464,73.0,182.0,,144.0,163.0,1.900,
PEUGEOT,5008,2.0 HDi FAP (163 bhp)  Energy Saver Tyres,A6,1997,Diesel,9.0,5.6,6.8,31.4,50.4,41.5,178,1485,71.9,268.0,,177.0,202.0,2.000,
PEUGEOT,407 Saloon,2.0 HDi FAP (163 bhp),A6,1997,Diesel,9.0,5.7,6.8,31.4,49.5,41.5,179,1485,73.0,178.0,,146.0,162.0,2.000,
PEUGEOT,407 SW,2.0 HDi FAP (163 bhp),A6,1997,Diesel,9.0,5.7,6.8,31.4,49.5,41.5,179,1485,73.0,178.0,,146.0,162.0,2.000,
PEUGEOT,308 Coupé Cabriolet,1.6 THP (156 bhp),A6,1598,Petrol,10.7,5.8,7.7,26.4,48.6,36.6,179,1669,71.6,421.0,27.0,7.0,,,
PEUGEOT,3008,1.6 THP (156 bhp),M6,1598,Petrol,10.8,5.8,7.6,26.1,48.6,37.1,179,1647,73.0,224.0,38.0,25.0,,,
PEUGEOT,5008,2.0 HDi FAP (163 bhp),A6,1997,Diesel,9.1,5.7,6.9,31.0,49.5,40.9,181,1507,71.9,268.0,,177.0,202.0,2.000,
PEUGEOT,407 Coupé,3.0 V6 HDi (240 bhp) FAP,A6,2992,Diesel,10.0,5.6,7.2,28.2,50.4,39.2,189,1573,72.0,264.0,,114.0,151.0,1.000,
PORSCHE,Panamera,PDK with resistance optimised tyres,A7,3605,Petrol,12.5,6.8,9.1,22.6,41.5,31.0,213,1971,70.0,258.1,33.2,17.1,,,
PORSCHE,Boxster,2.9 PDK,A7,2893,Petrol,13.6,6.5,9.1,20.8,43.5,31.0,214,1971,73.0,274.1,51.5,24.6,,,
PORSCHE,Cayman,2.9 PDK,A7,2893,Petrol,13.6,6.5,9.1,20.8,43.5,31.0,214,1971,73.0,274.1,51.5,24.6,,,
PORSCHE,Boxster Spyder,3.4 PDK,A7,3436,Petrol,14.0,6.6,9.3,20.2,42.8,30.4,218,2010,74.0,189.0,47.0,13.0,,,
PORSCHE,Panamera,PDK,A7,3605,Petrol,12.7,6.9,9.3,22.2,40.9,30.4,218,2010,70.0,258.1,33.2,17.1,,,
PORSCHE,Panamera,4 PDK,A7,3605,Petrol,12.7,6.9,9.4,22.4,40.9,30.0,220,2037,71.0,258.1,17.1,17.1,,,
PORSCHE,Boxster,2.9,M6,2893,Petrol,13.8,6.9,9.4,20.5,40.9,30.0,221,2037,75.0,342.9,40.7,28.2,,,
PORSCHE,Boxster S,3.4 PDK,A7,3436,Petrol,14.1,6.6,9.4,20.0,42.8,30.1,221,2030,74.0,188.8,47.5,12.8,,,
PORSCHE,Boxster Spyder,3.4 Manual,M6,3436,Petrol,14.2,7.1,9.7,19.9,39.8,29.1,221,2100,75.0,166.0,53.0,7.0,,,
PORSCHE,Cayman,2.9,M6,2893,Petrol,13.8,6.9,9.4,20.5,40.9,30.1,221,2030,75.0,342.9,40.7,28.2,,,
PORSCHE,Cayman S,3.4 PDK,A7,3436,Petrol,14.1,6.6,9.4,20.0,42.8,30.1,221,2030,74.0,18.8,47.5,12.8,,,
PORSCHE,Boxster S,3.4,M6,3436,Petrol,13.6,7.1,9.5,20.8,39.8,29.7,223,2057,75.0,166.2,53.4,7.2,,,
PORSCHE,Cayman S,3.4,M6,3436,Petrol,13.6,7.1,9.5,20.8,39.8,29.7,223,2057,75.0,166.2,53.4,7.2,,,
PORSCHE,911,Carrera Coupé Gen II 6-speed,M6,3614,Petrol,13.9,7.2,9.6,20.3,39.2,29.4,225,2078,75.0,140.6,45.2,37.9,,,
PORSCHE,911,Carrera Coupé Gen II PDK,A7,3614,Petrol,14.4,7.0,9.6,19.6,40.4,29.4,225,2078,74.0,236.1,50.2,20.2,,,
PORSCHE,Panamera,4 6-speed,M6,3605,Petrol,12.8,7.2,9.6,22.1,39.2,29.4,225,2078,71.0,258.1,17.1,17.1,,,
PORSCHE,911,Carrera Cabriolet Gen II PDK,A7,3614,Petrol,14.9,7.0,9.9,19.0,40.4,28.5,233,2144,74.0,236.1,50.2,20.2,,,
PORSCHE,911,Carrera Cabriolet Gen II 6-Speed,M6,3614,Petrol,14.9,7.2,9.9,19.0,39.2,28.5,233,2144,75.0,140.6,45.2,37.9,,,
PORSCHE,911,Carrera 4 Gen II Coupé 6-Speed,M6,3614,Petrol,14.6,7.6,10.1,19.3,37.2,28.0,237,2182,75.0,126.0,45.8,39.5,,,
PORSCHE,911,Carrera 4 Gen II Coupé PDK,A7,3614,Petrol,15.2,7.2,10.1,18.6,39.2,28.0,237,2182,74.0,209.9,48.2,25.9,,,
PORSCHE,911,Targa 4 Gen II 6-Speed,M6,3614,Petrol,14.6,7.6,10.1,19.3,37.2,28.0,237,2182,75.0,126.0,45.8,39.5,,,
PORSCHE,911,Carrera S Coupé Gen II PDK,A7,3800,Petrol,15.3,7.2,10.2,18.5,39.2,27.7,240,2206,74.0,233.9,53.3,20.1,,,
PORSCHE,911,Carrera S Coupé Gen II 6-speed,M6,3800,Petrol,15.3,7.4,10.3,18.5,38.2,27.4,242,2230,75.0,142.1,46.5,19.9,,,
PORSCHE,911,Carrera S Cabriolet Gen II 6 Speed,M6,3800,Petrol,15.3,7.5,10.3,18.5,37.7,27.4,242,2230,75.0,142.1,46.5,19.9,,,
PORSCHE,911,Carrera S Cabriolet Gen II PDK,A7,3800,Petrol,15.5,7.3,10.3,18.2,38.7,27.4,242,2230,74.0,238.9,53.3,20.1,,,
PORSCHE,911,Carrera 4 Gen II Cabriolet 6-Speed,M6,3614,Petrol,14.8,7.8,10.3,19.1,36.2,27.4,242,2230,75.0,126.0,45.8,39.5,,,
PORSCHE,911,Carrera 4 Gen II Cabriolet PDK,A7,3614,Petrol,15.5,7.4,10.3,18.2,38.2,27.4,242,2230,74.0,209.9,48.2,25.9,,,
PORSCHE,911,Targa 4 Gen II PDK,A7,3614,Petrol,15.5,7.4,10.3,18.2,38.2,27.4,242,2230,74.0,209.9,48.2,25.9,,,
PORSCHE,911,911 Sports Classic,M6,3800,Petrol,15.9,7.6,10.6,17.8,37.2,26.6,242,2297,75.0,142.0,46.0,20.0,,,
PORSCHE,911,Carrera 4S Gen II Coupé 6-Speed,M6,3800,Petrol,15.7,7.6,10.5,18.0,37.2,26.9,247,2271,75.0,140.7,41.5,17.2,,,
PORSCHE,911,Carrera 4S Gen II Coupé PDK,A7,3800,Petrol,15.8,7.5,10.5,17.9,37.7,26.9,247,2271,74.0,229.0,50.2,19.1,,,
PORSCHE,911,Targa 4S Gen II 6-Speed,M6,3800,Petrol,15.7,7.6,10.5,18.0,37.2,26.9,247,2271,75.0,140.7,41.5,17.2,,,
PORSCHE,911,Carrera 4S Gen II Cabriolet 6-Speed,M6,3800,Petrol,15.8,7.8,10.7,17.9,36.2,26.4,251,2314,75.0,140.7,41.5,17.2,,,
PORSCHE,911,Carrera 4S Gen II Cabriolet PDK,A7,3800,Petrol,16.1,7.7,10.7,17.5,36.7,26.4,251,2314,74.0,229.0,50.2,19.1,,,
PORSCHE,911,Targa 4S Gen II PDK,A7,3800,Petrol,15.8,7.7,10.7,17.9,36.7,26.4,251,2314,74.0,229.0,50.2,19.1,,,
PORSCHE,Panamera,S PDK,A7,4806,Petrol,16.0,7.9,10.8,17.7,35.8,26.2,253,2332,72.0,238.5,42.2,35.8,,,
PORSCHE,Panamera,4S PDK,A7,4806,Petrol,16.4,8.1,11.1,17.2,34.9,25.4,260,2405,72.0,238.5,42.2,35.8,,,
PORSCHE,Panamera,6-speed with resistance optimised tyres,M6,3605,Petrol,16.1,7.6,11.1,17.5,37.2,25.4,260,2405,73.0,491.5,37.6,7.4,,,
PORSCHE,Panamera,6-speed,M6,3605,Petrol,16.4,7.8,11.3,17.2,36.2,25.0,265,2444,73.0,491.5,37.6,7.4,,,
PORSCHE,911,Turbo Gen II PDK,A7,3800,Petrol,17.0,8.1,11.4,16.6,34.9,24.8,268,2464,73.0,295.0,43.0,33.0,,,
PORSCHE,911,Turbo S PDK,A7,3800,Petrol,16.5,8.1,11.4,17.1,34.9,24.8,268,2464,72.0,268.0,42.6,32.7,,,
PORSCHE,911,Turbo Cabriolet Gen II PDK,A7,3800,Petrol,17.2,8.2,11.5,16.4,34.4,24.6,270,2484,73.0,295.0,43.0,33.0,,,
PORSCHE,911,Turbo S Cabriolet PDK,A7,3800,Petrol,16.7,8.2,11.5,16.9,34.4,24.6,270,2484,73.0,270.0,42.6,32.7,,,
PORSCHE,911,Turbo Gen II,M6,3800,Petrol,17.3,8.3,11.6,16.3,34.0,24.4,272,2504,74.0,297.0,44.0,43.0,,,
PORSCHE,911,Turbo Cabriolet Gen II,M6,3800,Petrol,17.5,8.3,11.7,16.1,34.0,24.1,275,2535,74.0,297.0,44.0,26.0,,,
PORSCHE,Panamera,Turbo PDK,A7,4806,Petrol,18.0,8.9,12.2,15.7,31.7,23.2,286,2634,71.0,247.1,45.1,33.5,,,
PORSCHE,Panamera,S 6-speed,M6,4806,Petrol,18.8,8.9,12.5,15.0,31.7,22.6,293,2703,74.0,274.5,47.7,24.7,,,
PORSCHE,911,911 GT3,M7,3797,Petrol,19.2,9.0,12.6,14.7,31.4,22.1,298,2765,75.0,272.7,26.8,28.7,,,
PORSCHE,911,911 GT3 RS,M6,3800,Petrol,19.4,9.6,13.2,14.6,29.4,21.4,309,2855,75.0,255.0,20.0,30.0,,,
RENAULT,New Mégane Hatchback,dCi 110 EDC FAP,A6,1461,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,114,960,72.4,113.0,,147.0,161.0,0.190,
RENAULT,New Mégane Coupé,dCi 110 EDC FAP,A6,1461,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,114,960,72.4,113.0,,147.0,161.0,0.100,
RENAULT,Clio,1.2 TCe 100,M5,1149,Petrol,7.3,4.6,5.5,38.7,61.4,49.6,129,1232,70.0,361.2,45.3,24.6,,,
RENAULT,Scénic Model Year - May 2009 on,dCi 110 EDC FAP,A6,1461,Diesel,5.9,4.5,5.0,47.9,62.8,56.5,130,1091,72.6,321.0,,144.0,166.0,0.830,
RENAULT,Grand Scénic Model Year May 2009 on,dCi 110 EDC FAP,A6,1461,Diesel,5.9,4.5,5.0,57.6,62.8,56.5,130,1091,71.5,321.0,,147.0,166.0,0.830,
RENAULT,New Mégane Hatchback,2.0 dCi 160 FAP,M6,1995,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,131,1287,72.1,391.0,,161.0,185.0,0.250,
RENAULT,Mégane Sport Tourer Model Year 2009,TCe 1.4 130 TCe,M6,1397,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,153,1428,71.1,399.0,45.0,16.8,,,
RENAULT,New Mégane Hatchback,TCe 1.4 130,M6,1397,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,153,1428,71.1,399.0,45.0,16.8,,,
RENAULT,New Mégane Coupé,TCe 1.4 130,M6,1397,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,153,1428,71.1,399.0,45.0,16.8,,,
RENAULT,Mégane Sport Tourer Model Year 2009,dCi 160,M6,1995,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,155,1287,72.1,391.0,,161.0,185.0,0.200,
RENAULT,New Mégane Coupé,dCi 160 FAP,M6,1995,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,155,1287,72.1,391.0,,161.0,185.0,0.250,
RENAULT,Laguna Hatchback Model Year 2010,2.0 dCi 180 FAP ,M6,1995,Diesel,8.1,5.3,6.2,34.9,53.3,45.6,163,1352,71.2,428.0,,164.0,197.0,0.600,
RENAULT,Laguna Sport Tourer Model Year 2010,2.0 dCi 180 FAP,M6,1995,Diesel,8.1,5.4,6.3,34.9,52.3,44.8,165,1376,71.2,428.0,,164.0,197.0,0.600,
RENAULT,Scénic Model Year - May 2009 on,1.4 TCe ,M6,1397,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,168,1579,71.9,630.3,61.5,14.9,,,
RENAULT,Grand Scénic Model Year May 2009 on,1.4 TCe,M6,1397,Petrol,9.9,5.9,7.4,28.5,47.9,38.2,170,1599,71.4,630.3,61.5,14.9,,,
RENAULT,Scénic Model Year - May 2009 on,2.0 dCi 160,M6,1995,Diesel,8.3,5.6,6.6,34.0,50.4,42.8,173,1440,71.8,315.4,,170.5,197.5,0.540,
RENAULT,Grand Scénic Model Year May 2009 on,2.0 dCi 160 FAP,M6,1995,Diesel,8.3,5.6,6.6,34.0,50.4,42.8,173,1440,71.7,314.5,,170.5,197.5,0.540,
RENAULT,Mégane Sport Tourer Model Year 2009,dCi 150,A6,1995,Diesel,8.7,5.5,6.6,32.5,51.4,42.8,175,1440,74.2,430.0,,153.0,186.0,0.600,
RENAULT,New Mégane Hatchback,2.0 dCi 150 FAP,A6,1995,Diesel,8.7,5.5,6.6,32.8,51.4,42.8,175,1440,74.2,430.0,,153.0,186.0,0.390,
RENAULT,New Mégane Coupé,dCi 150 FAP,A6,1995,Diesel,8.7,5.5,6.6,32.5,51.4,42.8,175,1440,74.2,430.0,,153.0,186.0,0.390,
