Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
SKODA,Octavia Estate,2.0 CR TDI 170ps with DSG,D6,1968,Diesel,7.7,4.6,5.7,36.7,61.4,49.6,159,1243,73.0,285.0,,143.0,185.0,0.100,
SKODA,Yeti,2.0 CR TDI 140ps 4x4,QM6,1968,Diesel,7.6,5.2,6.1,37.2,54.3,46.3,159,1331,73.0,283.0,,128.0,175.0,0.240,
SKODA,Yeti,2.0 CR TDI 170ps 4x4,QM6,1968,Diesel,7.4,5.3,6.1,38.2,53.3,46.3,159,1331,73.0,448.0,,108.0,161.0,0.200,
SKODA,Superb Estate,1.4 FSI 125ps,M6,1390,Petrol,9.0,5.6,6.9,31.4,50.4,40.9,159,1494,73.0,202.0,23.0,19.0,,,
SKODA,Superb Estate,2.0 CR TDI 170ps with DSG,D6,1968,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,163,1352,70.0,118.0,,158.0,172.0,0.330,
SKODA,Superb Estate,2.0 CR TDI 170ps 4x4,QM6,1968,Diesel,8.4,5.4,6.5,33.6,52.3,43.5,169,1417,72.0,212.0,,144.0,176.0,0.400,
SKODA,Superb Estate,1.8 TSI 160ps with 7speed DSG,D7,1798,Petrol,9.5,5.9,7.3,29.7,47.9,38.7,170,1579,72.0,308.0,48.0,39.0,,,
SKODA,Superb Estate,1.8 TSI 160ps,M6,1798,Petrol,9.5,6.0,7.3,29.7,47.1,38.7,171,1579,73.0,425.0,58.0,47.0,,,
SKODA,Octavia Hatchback,2.0 TFSI 200ps vRS,M6,1984,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,175,1621,72.0,363.0,36.0,28.0,,,
SKODA,Octavia Estate,2.0 TFSI 200ps vRS,M6,1984,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,175,1621,72.0,363.0,36.0,28.0,,,
SKODA,Octavia Hatchback,2.0 TFSI 200ps with DSG,D6,1984,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,180,1665,72.0,208.0,40.0,38.0,,,
SKODA,Octavia Estate,1.8 TSI 160ps 4x4,QM6,1798,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,180,1665,72.0,204.0,29.0,22.0,,,
SKODA,Octavia Estate,2.0 TFSI 200ps with DSG,D6,1984,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,180,1665,72.0,208.0,40.0,38.0,,,
SKODA,Octavia Estate,1.8 TSi 160ps 4x4 SCOUT,QM6,1798,Petrol,10.2,6.4,7.8,27.7,44.1,36.2,182,1688,72.0,370.0,42.0,33.0,,,
SKODA,Yeti,1.8 TFSI 160ps 4x4,QM6,1798,Petrol,10.1,6.9,8.0,28.0,40.9,35.3,189,1731,74.0,392.0,54.0,43.0,,,
SKODA,Superb Estate,1.8 TSI 160ps 4x4,QM6,1798,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,191,1776,72.0,478.0,57.0,46.0,,,
SKODA,Superb Estate,3.6 V6 260ps 4x4 with DSG,D6,3597,Petrol,14.4,7.8,10.2,19.6,36.2,27.7,237,2206,74.0,594.0,79.0,56.0,,,
SUBARU,Legacy Tourer AWD 2010 MY,2.0D S,6MT,1998,Diesel,7.6,5.3,6.1,37.2,53.3,46.3,161,1331,71.9,254.0,30.0,160.0,190.0,1.460,
SUBARU,Outback AWD 2010 MY,2.0D SE,6MT,1998,Diesel,7.7,5.6,6.4,36.7,50.4,44.1,167,1398,71.9,254.0,30.0,160.0,190.0,1.460,
SUBARU,Outback AWD 2010 MY,2.0D SE NavPlus,6MT,1998,Diesel,7.7,5.6,6.4,36.7,50.4,44.1,167,1398,71.9,254.2,30.0,160.0,190.0,1.460,
SUBARU,Legacy Tourer AWD 2010 MY,2.0D SE,6MT,1998,Diesel,7.9,5.5,6.4,35.8,51.4,44.1,168,1398,71.9,254.0,30.0,160.0,190.0,1.460,
SUBARU,Legacy Tourer AWD 2010 MY,2.0D SE NavPlus,6MT,1998,Diesel,7.9,5.5,6.4,35.8,51.4,44.1,168,1398,71.9,254.0,30.0,160.0,190.0,1.460,
SUBARU,Outback AWD 2010 MY,2.5i SE Lineartronic,CVT,2457,Petrol,11.3,6.7,8.4,25.0,42.2,33.6,194,1818,71.2,131.0,37.0,13.0,50.0,,
SUBARU,Outback AWD 2010 MY,2..5i SE NavPlus Lineartronic,CVT,2457,Petrol,11.3,6.7,8.4,25.0,42.2,33.6,194,1818,71.2,131.0,37.0,13.0,50.0,,
SUBARU,Legacy Tourer AWD 2010 MY,2.5i SE Lineartronic,CVT,2457,Petrol,11.3,6.8,8.4,25.0,41.5,33.6,196,1818,71.2,131.0,37.0,13.0,50.0,,
SUBARU,Legacy Tourer AWD 2010 MY,2.5i SE NavPlus Lineartronic,CVT,2457,Petrol,11.3,6.8,8.4,25.0,41.5,33.6,196,1818,71.2,131.0,37.0,13.0,50.0,,
SUBARU,Outback AWD 2010 MY,3.6R,5AT,3630,Petrol,14.4,7.5,10.0,19.6,37.7,28.2,232,2167,72.4,263.0,46.0,28.0,74.0,,
SUZUKI,Alto,1.0 Hatchback 5 door from VIN MA3GFC31S00106000,5MT,996,Petrol,5.5,3.8,4.4,51.4,74.3,64.2,103,952,68.6,499.4,35.1,4.6,,,
SUZUKI,Alto,1.0 Hatchback 5 door from VIN MA3GFC31S00106646,4AT,996,Petrol,6.7,4.5,5.2,42.2,62.8,54.3,122,1125,71.0,227.3,32.6,5.0,,,
SUZUKI,SX4,1.6 SZ3 from VIN JSAGYA21S00313021,5MT,1586,Petrol,7.9,5.2,6.2,35.7,54.3,45.6,143,1340,72.0,419.0,54.0,5.0,,,
SUZUKI,SX4,1.6 SZ4 from VIN TSMEYA21S00477339,5MT,1586,Petrol,7.9,5.2,6.2,35.7,54.3,45.6,143,1340,72.0,419.0,54.0,5.0,,,
SUZUKI,SX4,1.6 from VIN TSMEYA21S00495720,4AT,1586,Petrol,9.2,5.9,7.2,30.7,47.9,39.2,165,1559,71.0,82.0,28.0,10.0,,,
TOYOTA,Prius Model Year 2009,T3 1.8VVT-i hybrid E-CVT,E-CVT,1798,Petrol Hybrid,3.9,3.7,3.9,72.4,76.4,72.4,89,844,69.0,258.0,58.4,5.8,,,
TOYOTA,Prius Model Year 2009,TSpirit with Solar Panel 1.8VVT-i hybrid E-CVT,E-CVT,1798,Petrol Hybrid,3.9,3.7,3.9,72.4,76.4,72.4,89,844,69.0,258.0,58.4,5.8,,,
TOYOTA,Prius Model Year 2009,T4 1.8VVT-i hybrid E-CVT,E-CVT,1798,Petrol Hybrid,4.0,3.8,4.0,70.6,74.3,70.6,92,865,69.0,258.0,58.4,5.8,,,
TOYOTA,Prius Model Year 2009,TSpirit 1.8VVT-i hybrid E-CVT,E-CVT,1798,Petrol Hybrid,4.0,3.8,4.0,70.6,74.3,70.6,92,865,69.0,258.0,58.4,5.8,,,
TOYOTA,Auris Model Year 2010,T2 1.33 VVT-i 6-speed Manual,M6,1329,Petrol,7.1,5.0,5.8,39.8,56.5,48.7,135,1255,69.0,274.4,40.3,37.6,,,
TOYOTA,Auris Model Year 2010,TR 1.33 VVT-i  6-speed Manual,M6,1329,Petrol,7.1,5.1,5.8,39.8,55.4,48.7,136,1255,69.0,274.4,40.2,25.1,,,
TOYOTA,Verso Model Year 2009,2.0 D-4D 6-speed Manual,M6,1998,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,143,1199,74.0,290.0,,158.0,187.0,1.180,
TOYOTA,Auris Model Year 2010,1.6 V-Matic 6-speed Multimode,Multi6,1598,Petrol,7.9,5.2,6.2,35.8,54.3,45.6,146,1340,70.0,387.4,34.7,19.4,,,
TOYOTA,Avensis Model Year 2010,T4 4 door 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,147,1199,72.0,161.2,,161.8,171.4,1.000,
TOYOTA,Avensis Model Year 2010,TR 4 door 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,147,1199,72.0,161.2,,161.8,171.4,1.000,
TOYOTA,Avensis Model Year 2010,TSpirit 4 door 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,149,1199,73.0,161.0,,162.0,171.0,1.000,
TOYOTA,Avensis Model Year 2010,T4 Tourer 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,150,1223,73.0,161.2,,161.8,171.4,1.000,
TOYOTA,Avensis Model Year 2010,TR Tourer 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,150,1223,73.0,161.2,,161.8,171.4,1.000,
TOYOTA,Avensis Model Year 2010,TSpirit Tourer 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.2,4.9,5.7,39.8,58.9,50.4,152,1223,73.0,161.0,,162.0,171.0,1.000,
TOYOTA,Auris Model Year 2010,TR 1.6 V-Matic 6-speed Manual,M6,1598,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,153,1405,69.0,371.6,26.1,10.7,,,
TOYOTA,Auris Model Year 2010,SR 1.6 V-Matic 6-speed Manual,M6,1598,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,154,1428,69.0,371.0,26.0,10.7,,,
TOYOTA,Avensis Model Year 2010,T4 4 door 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.2,5.3,6.4,34.4,53.8,44.1,169,1398,72.0,50.0,,81.0,90.0,0.380,
TOYOTA,Avensis Model Year 2010,TR 4 door 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.2,5.3,6.4,34.4,53.8,44.1,169,1398,72.0,50.0,,81.0,90.0,0.380,
TOYOTA,Avensis Model Year 2010,TSpirit 4 door 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.2,5.4,6.5,34.4,52.3,43.5,171,1417,72.0,49.0,,81.0,90.0,0.380,
TOYOTA,Avensis Model Year 2010,T4 Tourer 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,174,1440,72.0,50.0,,81.0,90.0,0.380,
TOYOTA,Avensis Model Year 2010,TR Tourer 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.4,5.5,6.6,33.6,51.5,42.8,174,1440,72.0,50.0,,81.0,90.0,0.380,
TOYOTA,Avensis Model Year 2010,TSpirit Tourer 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.5,5.6,6.7,33.2,50.4,42.2,176,1461,72.0,49.0,,81.0,90.0,0.380,
TOYOTA,Verso Model Year 2009,2.2 D-CAT 6-speed Auto,A6,2231,Diesel,8.4,5.8,6.8,33.6,48.7,41.5,178,1485,72.0,86.0,,64.0,74.0,1.600,
TOYOTA,RAV4 Model Year 2009,SR 2.2 D-CAT 150 6-speed Auto,A6,2231,Diesel,8.8,6.2,7.2,32.1,45.6,39.2,189,1573,70.2,43.6,,74.4,82.2,0.880,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.0i 12v,M5,998,Petrol,6.3,4.2,5.0,44.8,67.3,56.5,117,1081,72.0,549.0,45.0,41.0,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010½,1.0i 12v,M5,998,Petrol,6.3,4.2,5.0,44.8,67.3,56.5,117,1081,72.0,549.0,45.0,41.0,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.2i 16v,MTA5,1229,Petrol,6.5,4.2,5.1,43.5,67.3,55.4,119,1103,72.0,297.0,36.0,13.0,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010½,1.2i 16v,MTA5,1229,Petrol,6.5,4.2,5.1,43.5,67.3,55.4,119,1103,72.0,297.0,36.0,13.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.7CDTi 16v (110ps) with 16/17 inch wheels,M6,1686,Diesel,5.7,4.1,4.7,49.6,68.9,60.1,124,1026,69.0,189.0,,129.0,151.0,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.7CDTi 16v (125ps) with 16/17 inch wheels,M6,1686,Diesel,5.7,4.1,4.7,49.6,68.9,60.1,124,1026,70.0,189.0,,129.0,151.0,0.000,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.2i 16v (85ps),M5,1229,Petrol,6.9,4.4,5.3,40.9,64.2,53.3,124,1146,71.0,301.0,32.0,25.0,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010½,1.2i 16v (85ps),M5,1229,Petrol,6.9,4.4,5.3,40.9,64.2,53.3,124,1146,71.0,301.0,32.0,25.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.7CDTi 16v (110ps) with 18/19 inch wheels,M6,1686,Diesel,5.7,4.2,4.7,49.6,67.3,60.1,125,1026,69.0,189.0,,129.0,151.0,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.7CDTi 16v (125ps) with 18/19 inch wheels,M6,1686,Diesel,5.7,4.2,4.7,49.6,67.3,60.1,125,1026,70.0,189.0,,129.0,151.0,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,2.0CDTi 16v (160ps) with 16/17 inch wheels,M6,1956,Diesel,6.2,3.9,4.8,45.6,72.4,58.9,126,1047,72.0,216.0,,156.0,182.0,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,2.0CDTi 16v (160ps) with 18/19 inch wheels,M6,1956,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,72.0,216.0,,156.0,182.0,0.000,
VAUXHALL,Meriva Model Year 2010,1.3 CDTi 16v,M5,1248,Diesel,5.9,4.3,4.9,47.9,65.7,57.6,129,1069,71.8,236.8,,139.4,166.5,0.350,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.4i 16v VVT (87ps) with 16/17 inch wheels,M5,1398,Petrol,7.1,4.6,5.5,39.8,61.4,51.4,129,1189,70.0,437.0,41.0,16.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.4i 16v VVT (100ps) with 16/17 inch wheels,M5,1398,Petrol,7.1,4.6,5.5,39.8,61.4,51.4,129,1189,70.0,437.0,41.0,16.0,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.4i 16v (100ps),M5,1398,Petrol,7.0,4.6,5.5,40.4,61.4,51.4,129,1189,72.0,391.0,52.0,45.0,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010½,1.4i 16v (100ps),M5,1398,Petrol,7.0,4.6,5.5,40.4,61.4,51.4,129,1189,72.0,391.0,52.0,45.0,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.7CDTi 16v (125ps),M6,1686,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,130,1047,72.0,173.0,,118.0,157.0,1.000,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.7CDTi 16v (125ps),M6,1686,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,1070,72.0,173.0,,118.0,157.0,1.000,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.4i 16v,A4,1398,Petrol,7.5,4.7,5.7,37.7,60.1,49.6,134,1232,71.0,813.0,50.0,16.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,2.0CDTi (160ps) EcoFLEX,M6,1956,Diesel,6.8,4.2,5.2,41.5,67.3,54.3,136,1135,71.0,235.0,,107.0,135.0,1.000,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,2.0CDTi (160ps) EcoFLEX,M6,1956,Diesel,6.8,4.2,5.2,41.5,67.3,54.3,136,1135,71.0,235.0,,107.0,135.0,1.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.4i 16v Turbo (140ps) with 16/17/18 inch wheels,M6,1364,Petrol,7.8,4.7,5.9,36.2,60.1,47.9,138,1276,72.0,430.0,31.0,9.0,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010½,1.4i 16v,A4,1398,Petrol,7.7,4.8,5.9,36.7,58.9,47.9,138,1276,71.0,813.0,50.0,16.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0CDTi (160ps) EcoFLEX,M6,1956,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,139,1157,71.0,193.0,,131.0,152.0,1.000,
VAUXHALL,Meriva Model Year 2010,1.4i 16v VVT Turbo (120ps),M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,143,1319,72.4,662.3,33.4,4.7,,,
VAUXHALL,Meriva Model Year 2010,1.4i 16v VVT (100ps),M5,1398,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,144,1319,70.8,695.3,50.5,28.8,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v VVT (115ps) with 16/17/18 inch wheels,M5,1598,Petrol,8.3,5.1,6.3,34.0,55.4,44.8,147,1364,71.0,445.0,18.0,12.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v VVT (115ps) with 19 inch wheels,M5,1598,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,149,1385,71.0,445.0,18.0,12.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,2.0CDTi 16v (160ps) with 16/17 inch wheels,A6,1956,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1266,72.0,89.0,,104.0,120.0,0.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0CDTi 16v (110ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,162.1,,162.0,179.2,0.460,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0CDTi 16v (130ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,162.1,,162.0,179.2,0.460,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0CDTi 16v (160ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,260.9,,138.5,163.5,1.020,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,2.0CDTi (130ps),M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1266,72.0,162.0,,162.0,179.0,1.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,2.0CDTi (160ps),M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1266,72.0,261.0,,139.0,164.0,1.000,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0CDTi 16v (110ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,162.1,,162.0,179.2,0.460,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0CDTi 16v (130ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,162.1,,162.0,179.2,0.460,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0CDTi 16v (160ps),M6,1956,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,72.0,260.9,,138.5,163.5,1.020,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,2.0CDTi (130ps),M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1266,72.0,162.0,,162.0,179.0,1.000,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,2.0CDTi (160ps),M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1266,72.0,261.0,,139.0,164.0,1.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,2.0CDTi 16v (160ps) with 18/19 inch wheels,A6,1956,Diesel,7.9,4.7,5.9,35.8,60.1,47.9,155,1287,72.0,89.0,,104.0,120.0,0.000,
VAUXHALL,Meriva Model Year 2010,1.4i 16v VVT Turbo (140ps),M6,1364,Petrol,8.8,5.4,6.7,32.1,52.3,42.2,156,1449,72.0,615.8,34.7,9.5,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0CDTi (130ps),M6,1956,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1309,72.0,263.4,,141.6,166.2,0.500,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0CDTi (160ps),M6,1956,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1309,72.0,168.4,,144.3,159.7,0.100,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0CDTi (130ps),M6,1956,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1309,72.0,263.0,,142.0,166.0,1.000,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0CDTi (160ps),M6,1956,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1309,72.0,168.0,,144.0,160.0,1.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v Turbo (180ps) with 16/17 inch wheels,M6,1598,Petrol,8.8,5.6,6.8,32.1,50.4,41.5,159,1472,72.0,355.0,43.0,25.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v Turbo (180ps) with 18/19 inch wheels,M6,1598,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,160,1472,72.0,355.0,43.0,25.0,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v VVT (115ps) with 16/17/18 inch wheels,A6,1598,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,167,1535,72.0,378.0,15.0,6.0,,,
VAUXHALL,Meriva Model Year 2010,1.7 CDTi 16v,A6,1686,Diesel,8.6,5.1,6.4,32.8,55.4,44.1,168,1397,70.9,40.8,,162.9,176.2,0.530,
VAUXHALL,Astra 5 Door Hatchback Model Year 2010,1.6i 16v VVT (115ps) with 19 inch wheels,A6,1598,Petrol,9.9,5.7,7.2,28.5,49.6,39.2,169,1559,72.0,378.0,15.0,6.0,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010½,1.6i 16v Turbo,M6,1598,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,172,1579,74.0,320.0,52.0,41.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,2.0CDTi (130ps),A6,1956,Diesel,9.2,5.1,6.6,30.7,55.4,42.8,174,1440,74.0,66.0,,154.0,165.0,1.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,2.0CDTi (160ps),A6,1956,Diesel,9.2,5.1,6.6,30.7,55.4,42.8,174,1440,75.0,66.0,,154.0,165.0,1.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0CDTi 16v (130ps),A6,1956,Diesel,9.2,5.2,6.7,30.7,54.3,42.2,177,1461,74.0,65.6,,154.0,164.7,0.710,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0CDTi 16v (160ps),A6,1956,Diesel,9.2,5.2,6.7,30.7,54.3,42.2,177,1461,75.0,65.6,,154.0,164.7,0.710,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,2.0CDTi (130ps),A6,1956,Diesel,9.3,5.2,6.7,30.4,54.3,42.2,177,1461,74.0,66.0,,154.0,165.0,1.000,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,2.0CDTi (160ps),A6,1956,Diesel,9.3,5.2,6.7,30.4,54.3,42.2,177,1461,75.0,66.0,,154.0,165.0,1.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,1.8i 16v VVT,M6,1796,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,178,1642,74.0,606.0,38.0,17.0,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,1.8i 16v VVT,M6,1796,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,178,1642,74.0,606.0,38.0,17.0,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0CDTi 16v (130ps),A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1485,74.0,65.6,,154.0,164.7,0.710,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0CDTi 16v (160ps),A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1485,75.0,65.6,,154.0,164.7,0.710,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0CDTi (130ps),A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1485,74.0,58.0,,132.0,147.0,1.000,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0CDTi (160ps),A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1485,75.0,58.0,,132.0,147.0,1.000,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,1.6i 16v VVT (115ps),M6,1598,Petrol,10.6,5.9,7.6,26.6,47.9,37.2,179,1642,73.0,621.9,36.7,19.4,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,1.6i 16v Turbo,M6,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,179,1665,73.0,367.0,61.0,40.0,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,1.6i 16v VVT (115ps),M6,1598,Petrol,10.6,5.9,7.6,26.6,47.9,37.2,179,1642,73.0,621.9,36.7,19.4,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,1.6i 16v Turbo,M6,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,179,1665,73.0,367.0,61.0,40.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0CDTi (130ps),A6,1956,Diesel,9.5,5.4,6.9,29.7,52.3,40.9,182,1507,74.0,57.9,,131.5,147.3,0.600,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0CDTi (160ps),A6,1956,Diesel,9.5,5.4,6.9,29.7,52.3,40.9,182,1507,75.0,57.9,,131.5,147.3,0.600,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,1.8i 16v VVT,M6,1796,Petrol,10.6,6.2,7.8,26.6,45.6,36.2,183,1688,74.0,778.0,44.0,32.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,1.8i 16v VVT (140ps),M6,1796,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,184,1688,74.0,606.1,37.5,16.6,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,1.8i 16v VVT (140ps),M6,1796,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,184,1688,74.0,606.1,37.5,16.6,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,1.6i 16v Turbo,M6,1598,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,186,1707,73.0,366.8,60.8,40.4,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,1.6i 16v Turbo,M6,1598,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,186,1707,73.0,367.0,61.0,40.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,1.8i 16v VVT,M6,1796,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,187,1707,74.0,777.8,44.4,31.6,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0i 16v Turbo (220ps),M6,1998,Petrol,12.6,6.7,8.9,22.4,42.2,31.7,208,1927,71.0,224.1,42.2,29.2,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo SRI,M6,1998,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,208,1903,71.0,163.6,39.7,25.4,,,
