,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
BMW,X3 Series E83,X3 2.5i ,M6,2494,Petrol,15.6,8.7,11.2,18.1,32.5,25.2,272,1732,75.0,0.201,0.050,0.026,,
BMW,X3 Series E83,X3 2.5i ,A5,2494,Petrol,17.1,9.0,11.9,16.5,31.4,23.7,289,1841,73.0,0.153,0.064,0.081,,
BMW,X3 Series E83,X3 3.0i ,A5,2979,Petrol,17.4,9.1,12.1,16.2,31.0,23.3,293,1873,74.0,0.370,0.057,0.024,,
BMW,X5 Series E53,X5 3.0i ,M6,2979,Petrol,17.8,9.7,12.7,15.9,29.1,22.2,307,1966,76.0,0.895,0.065,0.020,,
BMW,X5 Series E53,X5 3.0i ,A5,2979,Petrol,18.1,9.9,12.9,15.6,28.5,21.9,312,1993,75.0,0.613,0.064,0.023,,
BMW,X5 Series E53,X5 3.0d ,M6,2993,Diesel,11.4,7.0,8.6,24.8,40.4,32.8,229,1397,76.0,0.157,,0.607,0.671,0.055
BMW,X5 Series E53,X5 3.0d ,A6,2993,Diesel,12.0,8.0,9.4,23.5,35.3,30.1,250,1522,72.0,0.145,,0.599,0.639,0.055
BMW,X5 Series E53,X5 4.4i ,A6,4398,Petrol,18.2,10.2,13.1,15.5,27.7,21.6,317,2020,74.0,0.838,0.092,0.019,,
BMW,X5 Series E53,X5 4.8is ,A6,4799,Petrol,18.7,10.5,13.5,15.1,26.9,20.9,324,2088,76.0,0.702,0.088,0.063,,
CHEVROLET ,Matiz,SE (SOHC) ,M5,995,Petrol,8.2,5.3,6.4,34.4,53.3,44.1,158,990,67.2,0.440,0.100,0.050,,
CHEVROLET ,Matiz,SE+ (SOHC) ,M5,995,Petrol,8.2,5.3,6.4,34.4,53.3,44.1,158,990,67.2,0.440,0.100,0.050,,
CHEVROLET ,Matiz,LE (SOHC) ,M5,995,Petrol,8.2,5.3,6.4,34.4,53.3,44.1,158,990,67.2,0.440,0.100,0.050,,
CHEVROLET ,Kalos,1.2 S (SOHC) ,M5,1150,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,159,1020,73.0,0.680,0.070,0.020,,
CHEVROLET ,Kalos,1.2 SE (SOHC) ,M5,1150,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,159,1020,73.0,0.680,0.070,0.020,,
CHEVROLET ,Kalos,1.4 SX (DOHC) ,M5,1399,Petrol,8.6,6.1,7.0,32.8,46.3,40.4,171,1080,73.0,0.850,0.100,0.020,,
CHEVROLET ,Kalos,1.4 SX (DOHC) ,A4,1399,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,178,1173,73.0,0.500,0.110,0.010,,
CHEVROLET ,Tacuma,1.6 SX (DOHC) ,M5,1598,Petrol,11.0,6.7,8.3,25.7,42.2,34.0,208,1284,71.4,0.660,0.080,0.040,,
CHEVROLET ,Tacuma,2.0 CDX (DOHC) ,M5,1998,Petrol,12.0,7.2,9.0,23.5,39.2,31.4,236,1390,73.1,1.000,0.070,0.050,,
CHEVROLET ,Tacuma,2.0 CDX (DOHC) ,A4,1998,Petrol,15.1,8.2,10.8,18.7,34.4,26.2,265,1666,71.8,0.840,0.090,0.070,,
CHEVROLET ,Lacetti,1.4 SE ,M5,1399,Petrol,9.3,5.9,7.1,30.4,47.9,39.8,171,1097,68.6,0.420,0.070,0.040,,
CHEVROLET ,Lacetti,1.6,M5,1598,Petrol,9.1,6.0,7.1,31.0,47.1,39.8,178,1097,71.2,0.780,0.050,0.020,,
CHEVROLET ,Lacetti,1.6,A4,1598,Petrol,11.2,6.2,8.1,25.2,45.6,34.9,197,1250,69.2,0.770,0.110,0.020,,
CHEVROLET ,Lacetti,1.6 Estate ,M5,1598,Petrol,10.3,6.3,7.8,27.4,44.8,36.2,181,1206,71.2,0.780,0.050,0.020,,
CHEVROLET ,Lacetti,1.6 SX (4 door) ,M5,1598,Petrol,9.1,6.0,7.1,31.0,47.1,39.8,178,1097,69.2,0.780,0.050,0.020,,
CHEVROLET ,Lacetti,1.8 CDX (4 door) ,M5,1799,Petrol,9.8,6.2,7.5,28.8,45.6,37.7,183,1158,69.5,0.360,0.040,0.080,,
CHEVROLET ,Lacetti,1.8 CDX (4 door) ,A4,1799,Petrol,12.5,7.1,9.1,22.6,39.8,31.0,218,1408,68.1,0.490,0.060,0.060,,
CHRYSLER JEEP,Chrysler Neon (03MY),2.0L SOHC ,M5,1996,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,179,1158,72.0,0.837,0.071,0.031,0.102,
CHRYSLER JEEP,Chrysler Neon (03MY),2.0L SOHC ,A4,1996,Petrol,12.0,7.0,8.9,23.5,40.4,31.7,211,1377,71.0,0.631,0.085,0.054,0.139,
CHRYSLER JEEP,Chrysler Neon (03MY),(RT) 2.0L SOHC ,M5,1996,Petrol,10.2,6.3,8.1,27.7,44.8,34.9,184,1250,74.0,1.626,0.093,0.050,0.143,
CHRYSLER JEEP,Jeep Wrangler (03MY),4.0L ,M5,3960,Petrol,20.5,9.0,13.2,13.8,31.4,21.4,315,2039,74.0,1.348,0.114,0.062,0.176,
CHRYSLER JEEP,Jeep Wrangler (03MY),4.0L ,A4,3960,Petrol,23.0,10.7,15.0,12.3,26.4,18.8,362,2321,72.0,1.440,0.161,0.097,0.258,
CHRYSLER JEEP,Jeep Wrangler (03MY),2.4L (LHD) ,M5,2429,Petrol,14.0,8.3,10.4,20.2,34.0,27.2,248,1604,73.0,0.515,0.040,0.036,0.076,
CHRYSLER JEEP,Jeep Cherokee (04MY),2.5 CRD ,M5,2499,Diesel,11.7,7.5,9.0,24.1,37.7,31.4,250,1459,75.0,0.483,,0.633,0.676,0.075
CHRYSLER JEEP,Jeep Cherokee (04MY),2.8 CRD ,A5,2776,Diesel,12.7,8.2,9.9,22.2,34.4,28.5,262,1608,74.0,0.699,,0.072,0.082,0.068
CHRYSLER JEEP,Jeep Cherokee (04MY),3.7L ,A5,3700,Petrol,18.6,10.3,13.0,15.2,27.4,21.7,318,2011,74.0,0.705,0.072,0.052,0.124,
CHRYSLER JEEP,Jeep Cherokee (04MY),2.4L ,M5,2429,Petrol,14.0,8.8,10.5,20.2,32.1,26.9,255,1622,74.0,0.428,0.020,0.012,0.032,
CHRYSLER JEEP,Chrysler PT Cruiser (04MY),2.0L ,M5,1996,Petrol,11.7,7.2,8.9,24.1,39.2,31.7,212,1377,73.0,0.828,0.066,0.028,0.094,
CHRYSLER JEEP,Chrysler PT Cruiser (04MY),2.0L ,A4,1996,Petrol,13.2,8.2,10.0,21.4,34.4,28.2,239,1548,72.0,0.646,0.078,0.057,0.135,
CHRYSLER JEEP,Chrysler Voyager (05MY),2.4 SE ,M5,2429,Petrol,13.1,7.9,9.8,21.6,35.8,28.5,235,1531,73.0,0.735,0.060,0.085,0.145,
CHRYSLER JEEP,Chrysler Voyager (05MY),2.4 LX ,M5,2429,Petrol,13.1,7.9,9.8,21.6,35.8,28.5,235,1531,73.0,0.735,0.060,0.085,0.145,
CHRYSLER JEEP,Chrysler Voyager (05MY),2.5 CRD SE ,M5,2499,Diesel,9.9,6.4,7.7,28.5,44.1,36.7,203,1249,74.0,0.668,,0.585,0.642,0.049
CHRYSLER JEEP,Chrysler Voyager (05MY),2.8 CRD LX ,A4,2776,Diesel,11.3,6.6,8.4,25.0,32.8,29.4,221,1559,75.0,0.058,,0.537,0.553,0.058
CHRYSLER JEEP,Chrysler Grand Voyager (05MY),2.8 CRD Limited ,A4,2776,Diesel,11.5,6.7,8.5,24.6,32.3,28.9,225,1586,75.0,0.061,,0.573,0.590,0.057
CHRYSLER JEEP,Chrysler Grand Voyager (05MY),2.8 CRD Limited XS ,A4,2776,Diesel,11.5,6.7,8.5,24.6,32.3,28.9,225,1586,75.0,0.061,,0.573,0.590,0.057
CHRYSLER JEEP,Chrysler Grand Voyager (05MY),3.3 LX ,A4,3301,Petrol,18.2,10.5,13.3,15.5,26.9,21.2,319,2059,70.0,0.754,0.074,0.029,0.103,
CHRYSLER JEEP,Chrysler Grand Voyager (05MY),3.3 Limited ,A4,3301,Petrol,18.2,10.5,13.3,15.5,26.9,21.2,319,2059,70.0,0.754,0.074,0.029,0.103,
CHRYSLER JEEP,Chrysler Grand Voyager (05MY),3.3 Limited XS ,A4,3301,Petrol,18.2,10.5,13.3,15.5,26.9,21.2,319,2059,70.0,0.754,0.074,0.029,0.103,
CHRYSLER JEEP,Chrysler Crossfire,Coupé ,M6,3199,Petrol,15.4,7.6,10.4,18.3,37.2,27.2,256,1604,72.0,0.447,0.048,0.031,0.079,
CHRYSLER JEEP,Chrysler Crossfire,Coupé ,A5,3199,Petrol,14.3,7.7,10.1,19.8,36.7,28.0,240,1559,71.0,0.408,0.066,0.020,0.086,
CHRYSLER JEEP,Chrysler Crossfire,Roadster ,A5,3199,Petrol,14.3,7.7,10.1,19.8,36.7,28.0,243,1559,71.0,0.408,0.066,0.020,0.086,
CHRYSLER JEEP,Chrysler Crossfire,Roadster ,M6,3199,Petrol,15.4,7.6,10.4,18.3,37.2,27.2,250,1604,72.0,0.447,0.048,0.031,0.079,
CHRYSLER JEEP,Jeep Cherokee (05MY),2.4L ,M6,2429,Petrol,14.0,8.8,10.5,20.2,32.1,26.9,255,1622,75.0,0.518,0.034,0.017,0.051,
CHRYSLER JEEP,Jeep Cherokee (05MY),2.8L ,M6,2776,Diesel,12.0,7.7,9.3,23.5,36.7,30.4,246,1507,75.0,0.387,,0.623,0.669,0.078
CHRYSLER JEEP,Jeep Cherokee (05MY),2.8L ,A5,2776,Diesel,12.7,8.2,9.9,22.2,34.4,28.5,262,1608,73.0,0.150,,0.617,0.640,0.076
CHRYSLER JEEP,Jeep Cherokee (05MY),3.7L ,A4,3700,Petrol,18.0,10.3,13.0,15.7,27.4,21.7,314,2011,75.0,0.548,0.059,0.046,0.105,
CHRYSLER JEEP,Chrysler PT Cruiser (05MY),2.2 CRD ,M5,2148,Diesel,9.1,5.6,6.9,31.0,50.4,40.9,185,1120,74.0,0.017,,0.407,0.416,0.047
CHRYSLER JEEP,Chrysler PT Cruiser (05MY),2.4L Convertible / Hatchback ,M5,2429,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,231,1500,74.0,0.709,0.082,0.009,0.091,
CHRYSLER JEEP,Chrysler PT Cruiser (05MY),2.4L Convertible ,A4,2429,Petrol,14.4,8.6,10.8,19.6,32.8,26.2,256,1666,73.0,0.533,0.057,0.024,0.081,
CHRYSLER JEEP,Chrysler PT Cruiser (05MY),2.4L Hatchback ,A4,2429,Petrol,14.2,8.4,10.5,19.9,33.6,26.9,251,1622,73.0,0.468,0.056,0.023,0.079,,,
CHRYSLER JEEP,Jeep Wrangler (05MY),4.0L ,M6,3960,Petrol,18.9,10.0,13.0,14.9,28.2,21.7,323,2011,74.0,0.611,0.040,0.004,0.044,,,
CHRYSLER JEEP,Jeep Wrangler (05MY),4.0L ,A4,3960,Petrol,18.5,10.0,13.0,15.3,28.2,21.7,321,2011,72.0,0.551,0.036,0.024,0.060,,,
CHRYSLER JEEP,Jeep Wrangler (05MY),2.4L (LHD) ,M6,2429,Petrol,13.5,8.0,10.0,20.9,35.3,28.2,246,1548,75.0,0.366,0.019,0.006,0.025,,,
CITROEN,C2,C2 1.1i ,M5,1124,Petrol,7.5,4.8,5.8,37.7,58.8,48.7,138,896,70.8,0.804,0.086,0.096,,,,
CITROEN,C2,C2 1.4i SensoDrive ,A5,1360,Petrol,7.5,4.8,5.8,37.7,58.8,48.7,138,896,70.6,1.151,0.128,0.067,,,,
CITROEN,C2,C2 1.6i 16v SensoDrive ,A5,1587,Petrol,8.3,5.2,6.3,34.0,54.3,44.8,151,974,68.6,0.262,0.042,0.025,,,,
CITROEN,C2,C2 1.4 HDi ,M5,1398,Diesel,5.1,3.6,4.1,55.4,78.5,68.9,107,665,71.9,0.164,,0.399,0.411,0.032,,
CITROEN,C2,C2 1.6i 16v VTS ,M5,1587,Petrol,9.3,5.4,6.9,30.4,52.3,41.0,163,1064,73.0,0.312,0.047,0.030,,,,
CITROEN,C2,C2 1.4i ,M5,1360,Petrol,7.9,4.9,6.0,35.7,57.6,47.1,143,927,71.8,1.169,0.116,0.026,,,,
CITROEN,C3,C3 1.1i ,M5,1124,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,140,911,70.8,0.661,0.101,0.043,,,,
CITROEN,C3,C3 1.4i ,M5,1360,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,145,943,71.8,0.503,0.082,0.025,,,,
CITROEN,C3,C3 1.4i  ,A4,1360,Petrol,9.3,5.4,6.8,30.4,52.3,41.5,161,1052,73.3,0.941,0.072,0.060,,,,
CITROEN,C3,C3 1.4i SensoDrive Stop and Start,A5,1360,Petrol,6.9,4.9,5.7,41.0,57.6,49.6,135,880,70.2,0.220,0.049,0.040,,,,
CITROEN,C3,C3 1.6i 16v ,M5,1587,Petrol,8.6,5.2,6.5,32.8,54.3,43.5,155,1003,72.4,0.144,0.040,0.020,,,,
CITROEN,C3,C3 1.6i 16v SensoDrive ,A5,1587,Petrol,8.0,5.1,6.2,35.3,55.4,45.6,148,957,71.8,0.277,0.035,0.023,,,,
CITROEN,C3,C3 1.4 HDi ,M5,1398,Diesel,5.1,3.7,4.2,53.3,74.3,67.3,109,681,71.9,0.117,,0.306,0.320,0.038,
CITROEN,C3,C3 1.4 HDi 16v ,M5,1398,Diesel,5.3,3.7,4.3,53.3,76.3,65.7,112,697,72.6,0.117,,0.379,0.393,0.038,
CITROEN,C5,C5 1.8 16v,M5,1749,Petrol,11.3,6.0,7.9,25.0,47.1,35.8,187,1219,73.2,0.806,0.107,0.049,,,
CITROEN,C5,C5 1.6 HDi 16v,M5,1560,Diesel,6.8,4.5,5.4,41.5,62.8,52.3,142,876,71.4,0.136,,0.166,0.193,0.003,
CITROEN,C5,C5 1.6 HDi 16v Estate,M5,1560,Diesel,6.9,4.6,5.5,41.0,61.4,51.4,145,892,71.4,0.162,,0.169,0.198,0.006,
CITROEN,C5,C5 2.2 HDi ,A4,2179,Diesel,9.8,5.5,7.1,28.8,51.4,39.8,186,1151,71.2,0.167,,0.383,0.411,0.006,
CITROEN,C8,C8 2.0i 16v ,M5,1997,Petrol,12.3,7.3,9.1,23.0,38.7,31.0,218,1408,71.5,0.402,0.080,0.041,,,
CITROEN,C8,C8 2.0i 16v ,A4,1997,Petrol,13.7,7.3,9.6,20.6,38.7,29.4,230,1484,72.9,0.547,0.070,0.041,,,
CITROEN,C8,C8 2.2i 16v ,M5,2230,Petrol,12.9,7.8,9.7,21.9,36.2,29.1,231,1500,72.8,0.456,0.055,0.043,,,
CITROEN,C8,C8 2.0 HDi 16v ,M5,1997,Diesel,9.4,5.9,7.2,30.1,47.9,39.2,189,1169,73.4,0.265,,0.445,0.498,0.003,
CITROEN,C8,C8 2.0 HDi 16v ,A4,1997,Diesel,10.8,6.4,8.0,26.2,44.1,35.3,210,1298,71.7,0.134,,0.585,0.608,0.004,
CITROEN,C8,C8 2.2 HDi 16v ,M6,2179,Diesel,9.7,6.1,7.3,29.1,46.3,48.7,195,941,73.1,0.139,,0.597,0.619,0.007,
CITROEN,Berlingo Multispace,Berlingo Multispace 1.4i ,M5,1360,Petrol,9.7,6.2,7.5,29.1,45.6,37.7,176,1158,72.0,1.482,0.090,0.041,,,
CITROEN,Berlingo Multispace,Berlingo Multispace 1.6i 16v ,M5,1587,Petrol,9.5,6.2,7.4,29.7,45.6,38.2,175,1142,72.1,0.212,0.040,0.066,,,
CITROEN,Berlingo Multispace,Berlingo Multispace 1.9D ,M5,1868,Diesel,8.8,5.7,6.9,32.1,49.6,40.9,181,1120,72.7,0.198,,0.394,0.411,0.031,
CITROEN,Berlingo Multispace,Berlingo Multispace 2.0 HDi ,M5,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,924,71.2,0.242,,0.302,0.341,0.047,
CITROEN,Xsara Picasso,Xsara Picasso 1.6i ,M5,1587,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,178,1158,74.0,0.935,0.121,0.025,,,
CITROEN,Xsara Picasso,Xsara Picasso 1.8i 16v ,M5,1749,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,74.0,1.013,0.126,0.046,,,
CITROEN,Xsara Picasso,Xsara Picasso 2.0i 16v ,A4,1997,Petrol,12.6,6.3,8.6,22.4,44.8,32.8,205,1331,71.0,0.509,0.068,0.047,,,
CITROEN,Xsara Picasso,Xsara Picasso 2.0 HDi ,M5,1997,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,147,892,72.0,0.419,,0.339,0.375,0.032,
CITROEN,Xsara Picasso,Xsara Picasso 1.6 HDi 16v ,M5,1560,Diesel,6.3,4.1,4.9,44.8,70.6,57.6,131,796,72.0,0.174,,0.371,0.386,0.030,
CITROEN,Dispatch Combi,Dispatch Combi 6 2.0 HDi 110 hp  ,M5,1997,Diesel,8.7,5.6,6.7,32.5,50.4,42.2,180,1086,74.5,0.541,,0.528,0.594,0.040,
CITROEN,C4,C4 2.0i 16v ,M5,1997,Petrol,11.3,5.8,7.8,25.0,48.7,36.2,186,1206,73.1,0.425,0.084,0.047,,,
CITROEN,C4,C4 2.0i 16v 180 hp ,M5,1997,Petrol,11.7,6.5,8.4,24.1,43.4,34.9,200,1250,73.5,0.277,0.078,0.032,,,
CITROEN,C4,C4 1.6 HDi 110 hp ,M5,1560,Diesel,6.0,4.0,4.7,47.1,70.6,60.1,125,762,73.8,0.177,,0.321,0.336,0.034,
DAEWOO CARS,Matiz,SE (SOHC) ,M5,796,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,161,943,70.9,0.670,0.080,0.080,,,
DAEWOO CARS,Matiz,SE+ (SOHC) ,M5,796,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,161,943,70.9,0.670,0.080,0.080,,,
DAEWOO CARS,Matiz,SE (SOHC) MY 04 ,M5,796,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,144,943,70.9,0.670,0.080,0.080,,,
DAEWOO CARS,Matiz,SE (SOHC) ,M5,995,Petrol,8.2,5.3,6.4,34.4,53.3,44.1,158,990,67.2,0.440,0.100,0.050,,,
DAEWOO CARS,Matiz,SE+ (SOHC) ,M5,995,Petrol,8.2,5.3,6.4,34.4,53.3,44.1,158,990,67.2,0.440,0.100,0.050,,,
DAEWOO CARS,Kalos,1.2 S (SOHC) ,M5,1150,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,159,1020,73.0,0.680,0.070,0.020,,,
DAEWOO CARS,Kalos,1.2 SE (SOHC) ,M5,1150,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,159,1020,73.0,0.680,0.070,0.020,,,
DAEWOO CARS,Kalos,1.4 SE (SOHC) ,M5,1399,Petrol,10.2,6.0,7.5,27.7,47.0,37.7,175,1158,69.1,0.900,0.060,0.020,,
DAEWOO CARS,Kalos,1.4 SX (SOHC) ,M5,1399,Petrol,10.2,6.0,7.5,27.7,47.0,37.7,175,1158,69.1,0.900,0.060,0.020,,
DAEWOO CARS,Kalos,1.4 SX (DOHC) ,M5,1399,Petrol,8.6,6.1,7.0,32.8,46.3,40.4,171,1080,73.0,0.850,0.100,0.020,,
DAEWOO CARS,Kalos,1.4 SX (DOHC) ,A4,1399,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,178,1173,73.0,0.500,0.110,0.010,,
DAEWOO CARS,Kalos,1.4 Blue (DOHC) ,M5,1399,Petrol,8.6,6.1,7.0,32.8,46.3,40.4,171,1080,73.0,0.850,0.100,0.020,,
DAEWOO CARS,Tacuma,1.6 SE (DOHC)  ,M5,1598,Petrol,11.0,6.7,8.3,25.7,42.2,34.0,208,1284,71.4,0.660,0.080,0.040,,
DAEWOO CARS,Tacuma,1.6 SX (DOHC) ,M5,1598,Petrol,11.0,6.7,8.3,25.7,42.2,34.0,208,1284,71.4,0.660,0.080,0.040,,
DAEWOO CARS,Tacuma,2.0 CDX (DOHC) ,M5,1998,Petrol,12.0,7.2,9.0,23.5,39.2,31.4,236,1390,73.1,1.000,0.070,0.050,,
DAEWOO CARS,Tacuma,2.0 CDX (DOHC) ,A4,1998,Petrol,15.1,8.2,10.8,18.7,34.4,26.2,265,1666,71.8,0.840,0.090,0.070,,
DAEWOO CARS,Nubira,1.6 SX ,M5,1598,Petrol,9.1,6.0,7.1,31.0,47.1,39.8,178,1097,69.2,0.780,0.050,0.020,,
DAEWOO CARS,Nubira,1.8 CDX ,M5,1799,Petrol,9.8,6.2,7.5,28.8,45.6,37.7,183,1158,69.5,0.360,0.040,0.080,,
DAEWOO CARS,Nubira,1.8 CDX ,A4,1799,Petrol,12.5,7.1,9.1,22.6,39.8,31.0,218,1408,68.1,0.490,0.060,0.060,,
DAEWOO CARS,Lacetti,1.4,M5,1399,Petrol,9.3,5.9,7.1,30.4,47.9,39.8,171,1097,68.6,0.420,0.070,0.040,,
DAEWOO CARS,Lacetti,1.6,A4,1598,Petrol,11.2,6.2,8.1,25.2,45.6,34.9,197,1250,69.2,0.770,0.110,0.020,,
DAEWOO CARS,Lacetti,1.6,M5,1598,Petrol,9.1,6.0,7.1,31.0,47.1,39.8,178,1097,71.2,0.780,0.050,0.020,,
DAIHATSU,Copen,L880 660cc EFi ,M5,660,Petrol,7.9,5.6,6.4,35.8,50.4,44.1,151,990,71.6,1.381,0.130,0.036,,
DAIHATSU,Sirion,M100 1.0L EFi  ,M5,989,Petrol,6.7,4.7,5.5,42.2,60.1,51.4,129,849,70.0,0.736,0.063,0.022,0.085,
DAIHATSU,Sirion,M100 1.0L EFi  ,A4,989,Petrol,7.6,5.3,6.2,37.2,53.3,45.6,145,957,69.0,0.904,0.106,0.062,0.168,
DAIHATSU,Sirion,M101 1.3L EFi ,M5,1298,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,135,880,71.0,0.503,0.070,0.013,0.083,
DAIHATSU,Sirion,M101 1.3L EFi ,A4,1298,Petrol,8.6,5.0,6.3,32.8,56.5,44.8,149,974,68.0,0.898,0.084,0.013,0.097,
DAIHATSU,Sirion,M111 1.3L EFi 4WD ,M5,1298,Petrol,8.1,5.2,6.3,34.9,54.3,44.8,149,974,71.0,0.614,0.073,0.016,0.089,
DAIHATSU,YRV,M201 1.3L EFi  ,A4,1298,Petrol,8.9,5.5,6.7,31.7,51.4,42.2,156,1034,69.0,0.582,0.056,0.004,0.060,
DAIHATSU,YRV,M201 1.3L EFi Turbo ,A4,1298,Petrol,9.4,5.6,7.0,30.1,50.4,40.4,165,1080,66.0,0.785,0.089,0.012,0.101,
DAIHATSU,YRV,M211 1.3L EFi 4WD  ,M5,1298,Petrol,8.3,5.5,6.6,34.0,51.4,42.8,152,1020,70.4,0.545,0.038,0.004,0.042,
DAIHATSU,Terios,J102 1.3L EFi 4WD ,M5,1298,Petrol,9.4,6.8,7.7,30.1,41.5,36.7,183,1189,71.0,0.713,0.078,0.016,0.094,
DAIHATSU,Terios,J102 1.3L EFi 4WD ,A4,1298,Petrol,10.8,7.2,8.4,26.2,39.2,33.6,200,1299,65.0,0.637,0.079,0.018,0.097,
FERRARI,All Models,575M Maranello ,M6,5748,Petrol,34.5,14.3,21.8,8.2,19.8,13.0,499,3357,75.2,0.324,0.043,0.048,,
FERRARI,All Models,Enzo ,M6,5999,Petrol,36.3,15.2,23.0,7.8,18.6,12.3,545,3548,74.5,0.784,0.128,0.103,,
FERRARI,All Models,612 Scaglietti,M6,5748,Petrol,32.1,14.0,20.7,8.8,20.2,13.6,475,3209,72.9,0.306,0.050,0.032,,
FERRARI,All Models,F430,M6,4308,Petrol,26.9,13.3,18.3,10.5,21.2,15.4,420,2834,74.5,0.486,0.038,0.032,,
FERRARI,All Models,F430 Spider,M6,4308,Petrol,26.9,13.3,18.3,10.5,21.2,15.4,420,2834,74.5,0.486,0.038,0.032,,
FIAT,New Panda,1.1,M5,1108,Petrol,7.2,4.8,5.7,39.2,58.9,49.6,135,880,73.0,1.572,0.102,0.042,,
FIAT,New Panda,1.2,M5,1242,Petrol,7.1,4.8,5.6,39.8,58.9,50.4,133,866,71.0,0.599,0.084,0.018,,
FIAT,Punto ,1.2 8v ,M5,1242,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,136,880,72.0,0.365,0.043,0.022,,
FIAT,Punto ,1.2 16v ,M5,1242,Petrol,7.6,5.0,6.0,37.2,56.5,47.1,142,927,72.5,0.626,0.083,0.048,,
FIAT,Punto ,1.2 16v Speedgear ,CVT,1242,Petrol,8.4,5.5,6.5,33.6,51.4,43.5,155,1003,70.0,0.677,0.109,0.050,,
FIAT,Punto ,1.9 JTD ,M5,1910,Diesel,6.6,4.0,4.9,42.8,70.6,57.6,130,796,72.0,0.450,,0.382,0.421,0.029
FIAT,Punto ,1.9 MultiJet HGT ,M5,1910,Diesel,7.3,4.1,5.3,38.7,68.9,53.3,140,860,74.0,0.371,,0.258,0.301,0.028
FIAT,Idea ,1.4 16v ,M5,1368,Petrol,8.5,5.5,6.6,33.2,51.4,42.8,157,1020,72.0,0.376,0.058,0.029,,
FIAT,Idea ,1.3 16v MultiJet ,M5,1248,Diesel,6.2,4.5,5.1,45.6,62.8,55.4,135,827,73.0,0.445,,0.329,0.366,0.026
FIAT,Stilo ,1.6 16v Active and Dynamic 3 door ,M5,1596,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,173,1128,72.0,0.425,0.052,0.054,,
FIAT,Stilo ,1.6 16v Active 5 door ,M5,1596,Petrol,10.3,5.8,7.4,27.4,48.7,38.2,176,1142,72.0,0.425,0.052,0.054,,
FIAT,Stilo ,1.6 16v Dynamic 5 door ,M5,1596,Petrol,10.5,5.8,7.5,26.9,48.7,37.7,179,1158,72.0,0.425,0.052,0.054,,
FIAT,Stilo ,2.4 20v 3 door ,M5,2446,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,231,1500,72.0,0.506,0.054,0.046,,
FIAT,Stilo ,2.4 20v 3 door ,SAT5,2446,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,231,1500,72.0,0.506,0.054,0.046,,
FIAT,Stilo ,2.4 20v 5 door ,M5,2446,Petrol,13.6,7.6,9.8,20.8,37.2,28.8,233,1515,72.0,0.506,0.054,0.046,,
FIAT,Stilo ,2.4 20v 5 door ,SAT5,2446,Petrol,13.6,7.6,9.8,20.8,37.2,28.8,233,1515,72.0,0.506,0.054,0.046,,
FIAT,Stilo ,1.9 JTD 115 3 door ,M5,1910,Diesel,7.2,4.2,5.3,39.2,67.3,53.3,140,860,71.5,0.453,,0.384,0.432,0.034
FIAT,Stilo ,1.9 JTD 115 5 door ,M5,1910,Diesel,7.4,4.3,5.4,38.2,65.7,52.3,143,876,71.5,0.453,,0.384,0.432,0.034
FIAT,Stilo Multi Wagon ,1.6 Active ,M5,1596,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,181,1173,72.0,0.425,0.052,0.054,,
FIAT,Stilo Multi Wagon ,1.6 Dynamic ,M5,1596,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,72.0,0.425,0.052,0.054,,
