Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
BMW,3 Series E46,318 Ci Convertible,A5,1995,Petrol,11.6,6.6,8.4,24.4,42.8,33.6,203,584,III,74.0,0.811,,0.120,0.053,
BMW,3 Series E46,320 Ci Convertible,M5,2171,Petrol,12.8,7.4,9.4,22.1,38.2,30.1,225,652,III,74.0,0.765,,0.097,0.015,
BMW,3 Series E46,320 Ci Convertible,A5,2171,Petrol,13.5,7.7,9.8,20.9,36.7,28.8,236,682,III,73.0,0.498,,0.105,0.014,
BMW,3 Series E46,325 Ci Convertible,M5,2494,Petrol,13.2,7.5,9.6,21.4,37.7,29.4,230,668,III,73.0,0.494,,0.079,0.017,
BMW,3 Series E46,325 Ci Convertible,A5,2494,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,239,689,III,72.0,0.255,,0.086,0.013,
BMW,3 Series E46,330 Ci Convertible,M5,2979,Petrol,13.4,7.3,9.6,21.1,38.7,29.4,229,668,III,74.0,0.269,,0.048,0.009,
BMW,3 Series E46,330 Ci Convertible,A5,2979,Petrol,14.9,7.5,10.2,19.0,37.7,27.7,244,709,III,74.0,0.447,,0.062,0.013,
BMW,3 Series E46,M3 Convertible,M6,3246,Petrol,17.9,8.8,12.1,15.8,32.1,23.3,292,843,III,75.0,0.779,,0.125,0.031,
BMW,3 Series E46,316i Saloon M43,M5,1895,Petrol,11.4,5.8,7.9,24.8,48.7,35.8,188,549,III,73.0,0.722,,0.095,0.047,
BMW,3 Series E46,316i Saloon M43,A4,1895,Petrol,12.8,6.7,9.0,22.1,42.2,31.4,214,625,III,70.0,0.412,,0.139,0.094,
BMW,3 Series E46,316i Saloon N42,M5,1796,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,172,493,III,72.0,0.760,,0.103,0.059,
BMW,3 Series E46,316i Saloon N42,A5,1796,Petrol,10.9,6.4,8.0,25.9,44.1,35.3,194,556,III,72.0,0.865,,0.163,0.054,
BMW,3 Series E46,318i Saloon,M5,1995,Petrol,10.2,5.5,7.2,27.7,51.4,39.2,175,501,III,73.0,0.852,,0.102,0.050,
BMW,3 Series E46,318i Saloon,A5,1995,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,196,563,III,74.0,0.811,,0.120,0.053,
BMW,3 Series E46,320i Saloon,M5,2171,Petrol,12.2,6.9,8.9,23.2,40.9,31.7,213,620,III,74.0,0.765,,0.097,0.015,
BMW,3 Series E46,320i Saloon,A5,2171,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,226,652,III,73.0,0.498,,0.105,0.014,
BMW,3 Series E46,320d Saloon,M5,1995,Diesel,7.6,4.4,5.5,37.2,64.2,51.4,148,398,III,73.0,0.101,0.400,,0.377,0.037
BMW,3 Series E46,320d Saloon,A5,1995,Diesel,9.7,5.4,6.9,29.1,52.3,40.9,185,500,III,72.0,0.203,0.406,,0.375,0.036
BMW,3 Series E46,325i Saloon,M5,2494,Petrol,12.8,6.9,9.0,22.1,40.9,31.4,217,625,III,73.0,0.494,,0.079,0.017,
BMW,3 Series E46,325i Saloon,A5,2494,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,229,661,III,72.0,0.255,,0.086,0.013,
BMW,3 Series E46,330i Saloon,M5,2979,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,634,III,74.0,0.269,,0.048,0.009,
BMW,3 Series E46,330i Saloon,A5,2979,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,230,668,III,74.0,0.447,,0.062,0.013,
BMW,3 Series E46,330d Saloon,M5,2926,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,178,485,III,73.0,0.323,0.492,,0.437,0.033
BMW,3 Series E46,330d Saloon,A5,2926,Diesel,11.1,6.2,8.0,25.4,45.6,35.3,213,580,III,73.0,0.114,0.483,,0.464,0.030
BMW,3 Series E46,316i Touring,M5,1796,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,177,507,III,72.0,0.760,,0.103,0.059,
BMW,3 Series E46,316i Touring,A5,1796,Petrol,10.9,6.5,8.1,25.9,43.5,34.9,196,563,III,72.0,0.865,,0.163,0.054,
BMW,3 Series E46,318i Touring,M5,1995,Petrol,10.4,5.7,7.4,27.2,49.6,38.2,179,514,III,73.0,0.852,,0.102,0.050,
BMW,3 Series E46,318i Touring,A5,1995,Petrol,11.4,6.4,8.2,24.8,44.1,34.4,199,571,III,74.0,0.811,,0.120,0.053,
BMW,3 Series E46,320i Touring,M5,2171,Petrol,12.5,6.9,9.0,22.6,40.9,31.4,216,625,III,74.0,0.765,,0.097,0.015,
BMW,3 Series E46,320i Touring,A5,2171,Petrol,13.3,7.4,9.6,21.2,38.2,29.4,230,668,III,73.0,0.498,,0.105,0.014,
BMW,3 Series E46,320d Touring,M5,1995,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,153,412,III,73.0,0.101,0.400,,0.377,0.037
BMW,3 Series E46,320d Touring ,A5,1995,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,190,514,III,72.0,0.203,0.406,,0.375,0.036
BMW,3 Series E46,325i Touring,M5,2494,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,221,640,III,73.0,0.494,,0.079,0.017,
BMW,3 Series E46,325i Touring,A5,2494,Petrol,13.6,7.4,9.7,20.8,38.2,29.1,232,675,III,72.0,0.255,,0.086,0.013,
BMW,3 Series E46,330i Touring,M5,2979,Petrol,12.9,7.1,9.3,21.9,39.8,30.4,222,646,III,74.0,0.269,,0.048,0.009,
BMW,3 Series E46,330i Touring,A5,2979,Petrol,14.2,7.2,9.8,19.9,39.2,28.8,235,682,III,74.0,0.447,,0.062,0.013,
BMW,3 Series E46,330d Touring,M5,2926,Diesel,9.6,5.5,7.0,29.4,51.4,40.4,186,506,III,73.0,0.323,0.492,,0.437,0.033
BMW,3 Series E46,330d Touring,A5,2926,Diesel,11.3,6.3,8.1,25.0,44.8,34.9,216,586,III,73.0,0.114,0.483,,0.464,0.030
BMW,5 Series E39,520i Saloon,M5,2171,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,213,625,III,73.0,1.171,,0.093,0.008,
BMW,5 Series E39,520i Saloon,A5,2171,Petrol,13.5,7.8,9.9,20.9,36.2,28.5,237,689,III,70.0,0.832,,0.091,0.005,
BMW,5 Series E39,525i Saloon,M5,2494,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,225,652,III,72.0,0.441,,0.057,0.016,
BMW,5 Series E39,525i Saloon,A5,2494,Petrol,14.4,7.9,10.3,19.6,35.8,27.4,247,717,III,71.0,0.382,,0.045,0.006,
BMW,5 Series E39,525d Saloon,M5,2497,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,179,485,III,73.0,0.265,0.502,,0.445,0.047
BMW,5 Series E39,525d Saloon,A5,2497,Diesel,11.1,6.4,8.1,25.4,44.1,34.9,216,586,III,73.0,0.173,0.466,,0.433,0.046
BMW,5 Series E39,530i Saloon,M5,2979,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,229,661,III,73.0,0.356,,0.042,0.013,
BMW,5 Series E39,530i Saloon,A5,2979,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,257,744,III,72.0,0.460,,0.060,0.012,
BMW,5 Series E39,530d Saloon,M5,2926,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,514,III,74.0,0.075,0.463,,0.436,0.036
BMW,5 Series E39,530d Saloon,A5,2926,Diesel,11.8,6.3,8.3,23.9,44.8,34.0,221,602,III,71.0,0.152,0.413,,0.382,0.036
BMW,5 Series E39,535i Saloon,M5,3498,Petrol,17.5,8.5,11.8,16.1,33.2,23.9,283,822,III,74.0,0.486,,0.125,0.052,
BMW,5 Series E39,535i Saloon,A5,3498,Petrol,17.7,8.6,11.9,16.0,32.8,23.7,286,829,III,71.0,0.374,,0.135,0.089,
BMW,5 Series E39,540i Saloon,M6,4398,Petrol,18.4,8.8,12.3,15.4,32.1,23.0,295,854,III,73.0,0.657,,0.073,0.058,
BMW,5 Series E39,540i Saloon,A5,4398,Petrol,18.2,8.9,12.3,15.5,31.7,23.0,295,854,III,73.0,0.450,,0.108,0.084,
BMW,5 Series E39,M5 Saloon,M6,4941,Petrol,22.3,9.8,14.4,12.7,28.8,19.6,346,1002,III,75.0,1.249,,0.108,0.104,
BMW,5 Series E39,520i Touring,M5,2171,Petrol,12.8,7.5,9.5,22.1,37.7,29.7,228,661,III,73.0,1.171,,0.093,0.008,
BMW,5 Series E39,520i Touring,A5,2171,Petrol,13.7,7.9,10.1,20.6,35.8,28.0,242,701,III,70.0,0.832,,0.091,0.005,
BMW,5 Series E39,525i Touring,M5,2494,Petrol,13.4,7.7,9.8,21.1,36.7,28.8,235,682,III,72.0,0.441,,0.057,0.016,
BMW,5 Series E39,525i Touring,A5,2494,Petrol,14.7,8.0,10.5,19.2,35.3,26.9,252,730,III,71.0,0.382,,0.045,0.006,
BMW,5 Series E39,525d Touring,M5,2497,Diesel,9.5,5.6,7.0,29.7,50.4,40.4,187,506,III,73.0,0.265,0.502,,0.445,0.047
BMW,5 Series E39,525d Touring,A5,2497,Diesel,11.5,6.3,8.2,24.6,44.8,34.4,219,595,III,73.0,0.173,0.466,,0.433,0.046
BMW,5 Series E39,530i Touring,M5,2979,Petrol,13.7,7.7,9.9,20.6,36.7,28.5,238,689,III,73.0,0.356,,0.042,0.013,
BMW,5 Series E39,530i Touring,A5,2979,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,261,758,III,72.0,0.460,,0.060,0.012,
BMW,5 Series E39,530d Touring,M5,2926,Diesel,9.6,5.9,7.3,29.4,47.9,38.7,194,529,III,74.0,0.075,0.463,,0.436,0.036
BMW,5 Series E39,530d Touring,A5,2926,Diesel,11.6,6.7,8.5,24.4,42.2,33.2,226,616,III,71.0,0.152,0.413,,0.382,0.036
BMW,5 Series E39,540i Touring,M6,4398,Petrol,18.7,9.0,12.6,15.1,31.4,22.4,302,877,III,73.0,0.657,,0.073,0.058,
BMW,5 Series E39,540i Touring,A5,4398,Petrol,18.9,9.2,12.8,14.9,30.7,22.1,307,889,III,73.0,0.450,,0.108,0.084,
BMW,X5 Series E53,X5 3.0i,M5,2979,Petrol,17.4,10.0,12.7,16.2,28.2,22.2,305,885,III,76.0,0.535,,0.054,0.029,
BMW,X5 Series E53,X5 3.0i,A5,2979,Petrol,17.5,10.3,12.9,16.1,27.4,21.9,310,897,III,74.0,0.582,,0.065,0.015,
BMW,X5 Series E53,X5 3.0d,M5,2926,Diesel,11.1,7.3,8.7,25.4,38.7,32.5,233,629,III,74.0,0.153,0.690,,0.648,0.066
BMW,X5 Series E53,X5 3.0d,A5,2926,Diesel,12.3,8.2,9.7,23.0,34.4,29.1,259,703,III,75.0,0.087,0.660,,0.637,0.083
BMW,X5 Series E53,X5 4.4i,A5,4398,Petrol,18.8,11.1,13.9,15.0,25.4,20.3,335,967,III,75.0,0.806,,0.127,0.088,
BMW,X5 Series E53,X5 4.6is,A5,4619,Petrol,21.0,11.4,14.9,13.5,24.8,19.0,356,1034,III,73.0,1.231,,0.169,0.068,
BMW,7 Series E65,735i Saloon,A6,3600,Petrol,15.0,8.2,10.7,18.8,34.4,26.4,259,744,III,71.0,0.292,,0.059,0.053,
BMW,7 Series E65,745i Saloon,A6,4398,Petrol,15.5,8.3,10.9,18.2,34.0,25.9,263,758,III,72.0,0.422,,0.057,0.039,
BMW,Z8 Series E52,Z8,M6,4941,Petrol,22.3,10.6,14.9,12.7,26.6,19.0,358,1034,III,75.0,1.249,,0.108,0.104,
CADILLAC,Seville STS Model Year 2000,4.6L V8 (LD8),A4,4565,Petrol,18.3,10.2,13.2,15.4,26.0,27.8,313,706,III,72.0,0.919,0.177,0.131,0.046,
CADILLAC,Seville STS Model Year 2002,4.6L V8 (LS7),A4,4565,Petrol,19.1,10.9,13.9,14.8,26.0,20.3,330,967,III,72.0,1.441,0.220,0.161,0.059,
CADILLAC,"Cadillac, Model Year 2002",STS,A4,4565,Petrol,19.5,11.0,14.1,14.5,25.7,20.0,335,982,III,72.0,0.498,0.140,0.060,0.080,
CHEVROLET,Blazer,4.3L V6,M5,4300,Petrol,19.6,10.7,14.0,14.4,26.5,20.2,333,972,III,74.0,1.139,0.099,0.065,0.034,
CHEVROLET,Blazer,4.3L V6,A4,4300,Petrol,19.1,11.1,14.0,14.8,25.4,20.2,335,972,III,74.0,0.706,0.162,0.084,0.780,
CHEVROLET,Corvette,5.7L V8,M6,5666,Petrol,19.4,9.5,13.1,14.6,29.7,21.6,314,909,III,75.0,0.734,0.140,0.073,0.067,
CHEVROLET,Corvette,5.7L V8,A4,5666,Petrol,17.3,9.1,12.1,16.3,31.0,23.3,290,843,III,74.0,0.238,0.071,0.043,0.028,
CHEVROLET,"Chevrolet, Model Year 2002",Corvette Coupé/Conv.,A4,5666,Petrol,17.3,9.1,12.1,16.3,31.0,23.3,290,843,III,74.0,0.238,0.071,0.043,0.028,
CHEVROLET,"Chevrolet, Model Year 2002",Corvette Convertible,M6,5666,Petrol,19.4,9.5,13.1,14.6,29.7,21.6,314,909,III,75.0,0.734,0.140,0.073,0.067,
CHEVROLET,"Camaro, Model Year 2002",Coupé/Conv.,A4,3791,Petrol,20.6,9.3,13.4,13.7,30.4,21.1,321,931,III,74.0,0.196,0.133,0.066,0.067,
CHEVROLET,"Camaro, Model Year 2002",Z28,A4,5666,Petrol,17.1,9.0,12.0,16.5,31.4,23.5,287,836,III,74.0,0.630,0.097,0.056,0.041,
CHEVROLET,"Camaro, Model Year 2002",Z28,M6,5666,Petrol,19.6,9.9,13.5,14.4,28.5,20.9,322,940,III,75.0,1.061,0.092,0.050,0.042,
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),2.5L,M5,2464,Petrol,15.4,9.3,11.6,18.3,30.4,24.4,275,805,III,74.0,0.831,0.187,0.075,0.112,
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),4.0L,M5,3960,Petrol,19.0,9.7,13.1,14.9,29.1,21.6,311,909,III,74.0,0.954,0.176,0.089,0.089,
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),4.0L,A3,3960,Petrol,20.2,11.5,14.7,14.0,24.6,19.2,350,1023,III,72.0,0.804,0.252,0.118,0.120,
CHRYSLER JEEP,Jeep Grand Cherokee (02 Model Year),4.0L,A4,3956,Petrol,21.9,12.0,15.7,12.9,23.5,18.0,373,1091,III,71.0,1.770,0.281,0.170,0.111,
CHRYSLER JEEP,Jeep Grand Cherokee (02 Model Year),4.7L,A4,4701,Petrol,22.0,12.8,16.2,12.8,22.1,17.4,380,1129,III,73.0,1.542,0.162,0.122,0.040,
CHRYSLER JEEP,Jeep Grand Cherokee (02 Model Year),2.7 CDi,A5,2685,Diesel,12.5,8.1,9.7,22.6,34.9,29.1,255,703,III,73.0,0.225,0.626,,0.582,0.047
CHRYSLER JEEP,Jeep Grand Cherokee (02 Model Year),4.7L Overland,A5,4701,Petrol,22.3,13.0,16.5,12.7,21.7,17.1,385,1148,III,76.0,1.528,0.181,0.147,0.034,
CHRYSLER JEEP,Chrysler Neon (02 Model Year),2.0L SOHC,M5,1996,Petrol,10.8,6.1,7.8,26.2,46.3,36.2,184,543,III,72.0,0.774,0.110,0.092,0.018,
CHRYSLER JEEP,Chrysler Neon (02 Model Year),2.0L SOHC,A4,1996,Petrol,12.5,7.1,9.1,22.6,39.8,31.0,217,634,III,71.0,0.470,0.113,0.063,0.050,
CHRYSLER JEEP,Chrysler Neon (02 Model Year),(RT) 2.0L SOHC,M5,1996,Petrol,10.9,6.4,8.1,25.9,44.1,34.9,190,563,III,74.0,0.500,0.096,0.072,0.024,
CHRYSLER JEEP,Chrysler Voyager (01 Model Year),2.4 Short Wheel Base,M5,2429,Petrol,13.6,8.1,10.1,20.8,34.9,28.0,236,701,III,72.0,1.182,0.094,0.071,0.023,
CHRYSLER JEEP,Chrysler Voyager (01 Model Year),2.5 Short Wheel Base,M5,2499,Diesel,9.7,6.5,7.7,29.1,43.5,36.7,210,557,III,72.0,0.322,0.653,0.037,0.616,0.038
CHRYSLER JEEP,Chrysler Voyager (01 Model Year),2.5 Long Wheel Base,M5,2499,Diesel,9.7,6.5,7.7,29.1,43.5,36.7,210,557,III,72.0,0.322,0.653,0.037,0.616,0.038
CHRYSLER JEEP,Chrysler Voyager (01 Model Year),3.3 Short Wheel Base,A4,3301,Petrol,17.3,9.9,12.7,16.3,28.5,22.2,297,885,III,71.0,0.487,0.166,0.093,0.073,
CHRYSLER JEEP,Chrysler Voyager (01 Model Year),3.3 Long Wheel Base,A4,3301,Petrol,17.3,9.9,12.7,16.3,28.5,22.2,297,885,III,71.0,0.487,0.166,0.093,0.073,
CHRYSLER JEEP,Chrysler PT Cruiser (02 Model Year),2.0L DOHC,M5,1996,Petrol,10.8,6.9,8.4,26.2,40.9,33.6,196,584,III,73.0,1.085,0.093,0.080,0.013,
CHRYSLER JEEP,Chrysler PT Cruiser (02 Model Year),2.0L DOHC,A4,1996,Petrol,13.1,7.9,9.8,21.6,35.8,28.8,232,682,III,72.0,1.050,0.130,0.095,0.035,
CHRYSLER JEEP,Chrysler PT Cruiser (02 Model Year),2.2 CRD,M5,2148,Diesel,9.1,5.6,6.9,31.0,50.4,40.9,185,500,III,73.0,0.017,0.416,0.009,0.407,0.047
CHRYSLER JEEP,Jeep Cherokee (02 Model Year),3.7L,A4,3700,Petrol,19.5,11.8,14.6,14.5,23.9,19.3,347,1018,III,71.0,1.630,0.164,0.143,0.021,
CHRYSLER JEEP,Jeep Cherokee (02 Model Year),2.5 CRD,M5,2499,Diesel,11.7,7.5,9.0,24.1,37.7,31.4,250,651,III,76.0,0.276,0.741,0.470,0.694,0.059
CHRYSLER JEEP,Jeep Cherokee (02 Model Year),2.4L,A4,2429,Petrol,14.0,8.6,10.6,20.2,32.8,26.7,253,736,III,73.0,1.453,0.076,0.050,0.026,
CHRYSLER JEEP,Chrysler Voyager (02 Model Year),2.5 Long Wheel Base,M5,2499,Diesel,10.2,6.7,8.0,27.7,42.2,35.3,210,580,III,74.0,0.159,0.646,0.020,0.626,0.045
CHRYSLER JEEP,Chrysler Voyager (02 Model Year),3.3 Long Wheel Base,A4,3301,Petrol,17.3,9.9,12.7,16.3,28.5,22.2,297,885,III,70.0,0.487,0.166,0.093,0.073,
CHRYSLER JEEP,Chrysler Voyager (02 Model Year),3.3 Short Wheel Base,A4,3301,Petrol,17.3,9.9,12.7,16.3,28.5,22.2,297,885,III,70.0,0.487,0.166,0.093,0.073,
CHRYSLER JEEP,Chrysler Voyager (02 Model Year),2.5 Short Wheel Base,M5,2499,Diesel,10.2,6.7,8.0,27.7,42.2,35.3,210,580,III,74.0,0.159,0.646,0.020,0.626,0.045
CHRYSLER JEEP,Chrysler Voyager (02 Model Year),2.4 Short Wheel Base,M5,2429,Petrol,13.6,8.1,10.1,20.8,34.9,28.0,236,701,III,72.0,1.182,0.094,0.071,0.023,
CHRYSLER JEEP,Jeep Wrangler (02 Model Year),4.0L,M5,3960,Petrol,18.7,9.2,12.7,15.1,30.7,22.2,298,885,III,74.0,1.482,0.218,0.145,0.073,
CHRYSLER JEEP,Jeep Wrangler (02 Model Year),2.5L,M5,2464,Petrol,14.8,9.0,11.2,19.1,31.4,25.2,261,779,III,74.0,1.456,0.162,0.071,0.091,
CHRYSLER JEEP,Jeep Wrangler (02 Model Year),4.0L,A3,3960,Petrol,19.7,11.0,14.2,14.3,25.7,19.9,333,987,III,72.0,1.949,0.339,0.199,0.140,
CITROEN,Saxo,Saxo 1.1i,M5,1124,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,145,424,III,73.0,0.379,,0.118,0.020,
CITROEN,Saxo,Saxo 1.4i Furio,M5,1360,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,152,445,III,72.8,0.256,,0.058,0.030,
CITROEN,Saxo,Saxo 1.4i,A3,1360,Petrol,9.8,6.2,7.5,28.8,45.6,37.7,177,521,III,73.7,0.890,,0.100,0.035,
CITROEN,Saxo,Saxo 1.6i VTR,M5,1587,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,159,465,III,74.0,0.540,,0.074,0.020,
CITROEN,Saxo,Saxo 1.6i 16v VTS,M5,1587,Petrol,12.6,6.2,8.5,22.4,45.6,33.2,201,592,III,73.4,1.418,,0.068,0.046,
CITROEN,Saxo,Saxo 1.5 D,M5,1527,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,138,377,III,73.8,0.344,0.403,,0.360,0.023
CITROEN,C3,C3 1.4i,M5,1360,Petrol,8.2,5.0,6.2,34.4,56.5,45.6,148,431,III,71.8,0.503,,0.082,0.025,
CITROEN,C3,C3 1.4i ,A4,1360,Petrol,9.7,5.5,7.1,29.1,51.4,39.8,170,493,III,73.3,0.941,,0.072,0.060,
CITROEN,C3,C3 1.6i 16v,M5,1587,Petrol,8.6,5.2,6.5,32.8,54.3,43.5,155,451,III,72.4,0.144,,0.040,0.020,
CITROEN,C3,C3 1.4 HDi,M5,1398,Diesel,5.1,3.8,4.2,55.4,74.3,67.3,110,304,III,71.9,0.117,0.320,,0.306,0.038
CITROEN,Berlingo Multispace,Berlingo Multispace 1.4i,M5,1360,Petrol,8.9,6.0,7.1,31.7,47.1,39.8,168,493,III,73.2,0.742,,0.121,0.019,
CITROEN,Berlingo Multispace,Berlingo Multispace 1.6i 16v,M5,1587,Petrol,9.5,6.2,7.4,29.7,45.6,38.2,175,514,III,72.1,0.212,,0.040,0.066,
CITROEN,Berlingo Multispace,Berlingo Multispace 1.9D,M5,1868,Diesel,8.7,5.8,6.9,32.5,48.7,40.9,181,500,III,72.7,0.198,0.411,,0.394,0.031
CITROEN,Berlingo Multispace,Berlingo Multispace 2.0 HDi,M5,1997,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,155,427,III,73.8,0.309,0.438,,0.404,0.034
CITROEN,Xsara,Xsara 1.4i,M5,1360,Petrol,9.2,5.4,6.7,30.7,52.3,42.2,159,465,III,73.5,0.984,,0.119,0.030,
CITROEN,Xsara,Xsara 1.6i 16v Coupé,M5,1587,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,160,480,III,72.1,0.901,,0.079,0.037,
CITROEN,Xsara,Xsara 1.6i 16v,M5,1587,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,160,480,III,72.1,0.901,,0.079,0.037,
CITROEN,Xsara,Xsara 1.6i 16v,A4,1587,Petrol,10.9,5.6,7.6,25.9,50.4,37.2,180,528,III,73.4,0.929,,0.083,0.059,
CITROEN,Xsara,Xsara 1.6i 16v Estate,M5,1587,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,160,480,III,72.1,0.901,,0.079,0.037,
CITROEN,Xsara,Xsara 1.6i 16v Estate,A4,1587,Petrol,10.9,5.6,7.6,25.9,50.4,37.2,180,528,III,73.4,0.929,,0.083,0.059,
CITROEN,Xsara,Xsara  2.0i 16v Coupé,M5,1998,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,215,646,III,73.9,0.925,,0.132,0.055,
CITROEN,Xsara,Xsara 2.0 HDi 90 hp,M5,1997,Diesel,7.3,4.2,5.4,38.7,67.3,52.3,141,391,III,72.2,0.173,0.367,,0.343,0.034
CITROEN,Xsara,Xsara 2.0 HDi 90 hp Estate,M5,1997,Diesel,7.5,4.3,5.5,37.7,65.7,51.4,144,398,III,72.2,0.174,0.410,,0.382,0.041
CITROEN,Xsara,Xsara 2.0 HDi 110 hp,M5,1997,Diesel,7.0,4.2,5.2,40.4,67.3,54.3,138,377,III,72.6,0.383,0.463,,0.412,0.029
CITROEN,Xsara,Xsara 2.0 HDi 110 hp Estate,M5,1997,Diesel,7.1,4.3,5.3,39.8,65.7,53.3,141,384,III,72.6,0.383,0.463,,0.412,0.029
CITROEN,Xsara,Xsara 2.0 HDi 110 hp,A4,1997,Diesel,8.1,4.5,5.8,34.9,62.8,48.7,154,420,III,70.2,0.092,0.350,,0.326,0.025
CITROEN,Xsara,Xsara 2.0 HDi 110 hp Estate,A4,1997,Diesel,8.2,4.6,5.9,34.4,61.4,47.9,156,427,III,70.2,0.092,0.350,,0.326,0.025
CITROEN,Xsara Picasso,Xsara Picasso 1.6i,M5,1587,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,178,521,III,74.0,0.935,,0.121,0.025,
CITROEN,Xsara Picasso,Xsara Picasso 1.8i 16v (VIN code CH6FZC),M5,1749,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,187,535,III,74.0,0.765,,0.082,0.077,
CITROEN,Xsara Picasso,Xsara Picasso 2.0 HDi,M5,1997,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,147,398,III,72.0,0.419,0.375,,0.339,0.032
CITROEN,Xsara Picasso,Xsara Picasso 1.8i 16v (VIN code CH6FZB),M5,1749,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,535,III,74.0,1.013,,0.126,0.046,
CITROEN,Synergie,Synergie 2.0i 16v,M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,640,III,72.3,0.396,,0.042,0.098,
CITROEN,Synergie,Synergie 2.0i 16v,A4,1997,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,232,675,III,73.6,0.497,,0.079,0.035,
CITROEN,Dispatch Combi,Dispatch Combi 6 2.0 HDi 110 hp 16v,M5,1997,Diesel,8.9,6.0,7.0,31.7,47.0,40.3,186,508,III,74.7,0.321,0.513,,0.470,0.031
CITROEN,C5,C5 1.8 16v,M5,1749,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,182,535,III,73.2,0.622,,0.082,0.046,
CITROEN,C5,C5 1.8 16v Estate,M5,1749,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,187,549,III,73.2,0.568,,0.071,0.068,
CITROEN,C5,C5 2.0 16v,M5,1997,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,197,578,III,71.2,0.545,,0.064,0.046,
CITROEN,C5,C5 2.0 16v,A4,1997,Petrol,12.3,6.4,8.6,23.0,44.1,32.8,206,599,III,71.1,0.455,,0.191,0.061,
CITROEN,C5,C5 2.0 16v Estate,M5,1997,Petrol,11.9,6.4,8.4,23.7,44.1,33.6,200,584,III,71.2,0.467,,0.060,0.044,
CITROEN,C5,C5 2.0 16v Estate,A4,1997,Petrol,12.7,6.4,8.7,22.2,44.1,32.5,208,604,III,71.1,0.394,,0.179,0.066,
CITROEN,C5,C5 2.0 HPi,M5,1997,Petrol,10.3,6.0,7.5,27.4,47.1,37.7,177,521,III,73.0,0.370,,0.126,0.036,
CITROEN,C5,C5 2.0 HPi Estate,M5,1997,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,185,535,III,73.0,0.280,,0.084,0.040,
CITROEN,C5,C5 3.0i V6 24v,A4,2946,Petrol,14.5,7.6,10.2,19.5,37.2,27.7,241,709,III,73.6,0.126,,0.068,0.017,
CITROEN,C5,C5 3.0i V6 24v Estate,A4,2946,Petrol,14.8,7.7,10.3,19.1,36.7,27.4,245,717,III,73.6,0.508,,0.076,0.017,
CITROEN,C5,C5 2.0 HDi 90 hp,M5,1997,Diesel,7.7,4.7,5.7,36.7,60.1,49.6,152,412,III,71.9,0.319,0.430,,0.383,0.042
CITROEN,C5,C5 2.0 HDi 90 hp Estate,M5,1997,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,155,427,III,71.9,0.337,0.475,,0.415,0.041
