Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Estate,M6,1998,Diesel,7.9,4.8,5.8,35.8,58.9,48.7,154,1053,III,73,0.259,,0.495,0.513,0.025
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Estate,A5,1998,Diesel,10.2,5.9,7.5,27.7,47.9,37.7,198,1360,III,68,0.198,,0.478,0.509,0.044
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Saloon,M6,1998,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1053,III,73,0.328,,0.362,0.406,0.03
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Saloon,A5,1998,Diesel,10.2,5.8,7.4,27.7,48.7,38.2,196,1342,III,68,0.198,,0.478,0.509,0.044
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Estate,M6,1998,Diesel,7.8,4.9,6,36.2,57.6,47.1,158,1089,III,73,0.328,,0.362,0.406,0.03
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Estate,A5,1998,Diesel,10.2,5.9,7.5,27.7,47.9,37.7,198,1360,III,68,0.198,,0.478,0.509,0.044
FORD,Mondeo 2004½ Model Year Onwards,2.2 Duratorq TDCi Saloon,M6,2198,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,161,1108,III,74,0.222,,0.393,0.418,0.018
FORD,Mondeo 2004½ Model Year Onwards,2.2 Duratorq TDCi Estate,M6,2198,Diesel,8.4,5.1,6.3,33.6,55.4,44.8,166,1145,III,74,0.222,,0.393,0.418,0.018
FORD,Galaxy,2.3i DOHC,M5,2295,Petrol,14,7.8,10.1,20.2,36.2,28,242,1753,III,74,0.559,0.128,0.078,,
FORD,Galaxy,2.3i DOHC,A4,2295,Petrol,15.1,8.6,11,18.7,32.8,25.7,264,1910,III,72,0.341,0.106,0.084,,
FORD,Galaxy,1.9 PD TDi (90PS),M6,1896,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,176,1179,III,73,0.081,,0.387,0.411,0.025
FORD,Galaxy,1.9 PD TDi (115PS),M6,1896,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,178,1198,III,74,0.463,,0.387,0.464,0.035
FORD,Galaxy,1.9 PD TDi (115PS),A5,1896,Diesel,9.9,6.5,7.8,28.5,43.5,36.2,211,1417,III,73,0.159,,0.457,0.484,0.026
FORD,Galaxy,1.9 PD TDI (130PS),M6,1896,Diesel,8.3,5.5,6.5,34,51.4,43.5,176,1179,III,70,0.247,,0.319,0.354,0.026
FORD,Galaxy,1.9 PD TDi (150PS),M6,1896,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,178,1198,III,72,0.352,,0.369,0.421,0.028
FORD,Tourneo Connect ,1.8 Duratorq TDCi,M5,1753,Diesel,7.9,5.8,6.6,35.8,48.7,42.8,172,1198,III,73,0.19,,0.43,0.48,0.04
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDDi 62.5kW (85PS) 4.23 FDR,M5,1998,Diesel,10,6.9,8,28.2,40.9,35.3,212,1453,III,72,0.143,,0.718,0.732,0.068
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDDi 62.5kW (85PS) 4.54 FDR,M5,1998,Diesel,10.2,6.7,8,27.7,42.2,35.3,212,1453,III,72,0.121,,0.699,0.72,0.066
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDDi 73.6kW (100PS) 4.23 FDR,M5,1998,Diesel,9.9,6.8,7.9,28.5,41.5,35.8,210,1432,III,74,0.125,,0.735,0.751,0.072
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDDi 73.6kW (100PS) 4.54 FDR,M5,1998,Diesel,9.9,6.7,7.9,28.5,42.2,35.8,209,1432,III,74,0.132,,0.654,0.674,0.071
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDCi 92kW (125PS) 4.23 FDR,M5,1998,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,201,1378,III,73,0.24,,0.63,0.67,0.09
FORD,Transit Tourneo SWB Bus (FWD),2.0 TDCi 92kW (125PS) 4.54 FDR,M5,1998,Diesel,9.7,6.8,7.9,29.1,41.5,35.8,208,1432,III,73,0.24,,0.63,0.67,0.09
HYUNDAI,Trajet,2.0l CRTD,M5,1991,Diesel,9.3,6,7.2,30.4,47.1,39.2,192,1308,III,75,0.406,0.042,0.546,0.588,0.047
HYUNDAI,Trajet,2.0l CRTD,A4,1991,Diesel,10.8,7,8.4,26.2,40.4,33.6,224,1526,III,73,0.067,0.006,0.607,0.613,0.045
HYUNDAI,New Santa Fe,2.2l CRTD (5 seat),M5,2188,Diesel,9.6,6,7.3,29.4,47.1,38.7,193,1325,III,71,0.299,0.033,0.523,0.556,0.036
HYUNDAI,New Santa Fe,2.2l CRTD (5 seat),A5,2188,Diesel,11,6.4,8.1,25.7,44.1,34.9,214,1469,III,71,0.058,0.005,0.481,0.486,0.064
HYUNDAI,New Santa Fe,2.2l CRTD (7 seat),M5,2188,Diesel,9.6,6,7.3,29.4,47.1,38.7,193,1325,III,71,0.299,0.033,0.523,0.556,0.036
HYUNDAI,New Santa Fe,2.2l CRTD (7 seat),A5,2188,Diesel,11.2,6.6,8.3,25.2,42.8,34,220,1508,III,71,0.058,0.005,0.481,0.486,0.064
HYUNDAI,Terracan,2.9l CRTD 4WD,M5,2902,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,222,1578,III,75,0.249,0.03,0.444,0.474,0.039
HYUNDAI,Terracan,2.9l CRTD 4WD,A4,2902,Diesel,11.9,7.5,9.1,23.7,37.7,31,241,1654,III,73,0.07,0.001,0.485,0.486,0.049
ISUZU,Trooper ,3.0 TD 4WD (Except Insignia Model),M5,2999,Diesel,13.4,8.5,10.3,21.1,33.2,27.4,273,1871,III,74,0.14,0.03,0.61,0.64,0.075
ISUZU,Trooper ,3.0 TD 4WD (Insignia Model Only),M5,2999,Diesel,13.4,8.7,10.4,21.1,32.5,27.2,275,1885,III,74,0.14,0.03,0.61,0.64,0.075
ISUZU,Trooper ,3.0 TD 4WD (Except Insignia Model),A4,2999,Diesel,13.3,8.7,10.4,21.2,32.5,27.2,274,1885,III,73,0.13,0.03,0.69,0.72,0.08
ISUZU,Trooper ,3.0 TD 4WD (Insignia Model Only),A4,2999,Diesel,13.5,8.8,10.5,20.9,32.1,26.9,277,1906,III,73,0.13,0.03,0.69,0.72,0.08
ISUZU,Trooper ,3.5 V6 4WD (Except Insignia Model),M5,3494,Petrol,19.3,10.5,13.8,14.6,26.9,20.5,326,2395,III,76,1.29,0.06,0.04,,
ISUZU,Trooper ,3.5 V6 4WD (Insignia Model Only),M5,3494,Petrol,19.6,10.9,14.1,14.4,25.9,20,335,2455,III,76,1.29,0.06,0.04,,
ISUZU,Trooper ,3.5 V6 4WD (Except Insignia Model),A4,3494,Petrol,20.4,10.8,14.4,13.8,26.2,19.6,342,2505,III,74,0.75,0.11,0.06,,
ISUZU,Trooper ,3.5 V6 4WD (Insignia Model Only),A4,3494,Petrol,21.4,11.2,15,13.2,25.2,18.8,355,2612,III,74,0.75,0.11,0.06,,
KIA,Cerato,1.5 CRDi Saloon,M5,1493,Diesel,6.4,4,4.9,44.1,70.6,57.6,128,890,III,71,0.31,,0.39,0.44,0.03
KIA,Cerato,1.5 CRDi Hatchback,M5,1493,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,129,890,III,72,0.31,,0.39,0.42,0.03
KIA,Carens,2,M5,1991,Diesel,8.8,5.1,6.5,32.1,55.4,43.5,171,1179,III,74,0.54,,0.36,0.49,0.03
KIA,Carens,2,A4,1991,Diesel,10.3,6.1,7.6,27.4,46.3,37.2,205,1378,III,74,0.1,,0.41,0.41,0.04
KIA,Sedona,2.9,M5,2902,Diesel,10.6,6.2,7.8,26.6,45.6,36.2,208,1417,III,73.4,0.25,,0.48,0.48,0.06
KIA,Sedona,2.9,A4,2902,Diesel,11.4,6.8,8.5,24.8,41.5,33.2,226,1545,III,71.4,0.06,,0.54,0.54,0.03
KIA,Sedona,2.5,M5,2497,Petrol,14.2,9.1,11,19.9,31,25.7,261,1910,III,72.1,0.32,0.05,0.02,,
KIA,Sorento,2.5,M5x2,2497,Diesel,9.9,6.5,7.7,28.5,43.5,36.7,204,1397,III,74.6,0.55,,0.46,0.52,0.07
KIA,Sorento,2.5,A5x2,2497,Diesel,11.3,6.8,8.4,25,41.5,33.6,223,1526,III,73.3,0.15,,0.45,0.46,0.06
KIA,Sorento,3.5,A5x2,3497,Petrol,17,9,11.9,16.6,31.4,23.7,286,2072,III,70.7,0.685,0.069,0.026,,
LAMBORGHINI,Murcielgo Model Year 2002/3,147,M6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,3748,III,74.9,1.271,0.074,0.082,,
LAMBORGHINI,Gallardo Model Year 2004,140,M6/S6,4961,Petrol,29.1,13.9,19.5,9.7,20.3,14.5,450,3386,III,74.5,1.119,0.102,0.079,,
LAMBORGHINI,Murcielago Model Year 2004,147,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,3748,III,74.9,1.271,0.074,0.082,,
LAMBORGHINI,Gallardo Model Year 2005,140,M6/S6,4961,Petrol,29.1,13.9,19.5,9.7,20.3,14.5,450,3386,III,74.5,1.119,0.102,0.079,,
LAMBORGHINI,Murcielago Model Year 2005,147 coupè,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,3748,III,74.9,1.271,0.074,0.082,,
LAMBORGHINI,Murcielago Model Year 2005,147 Roadster,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,3748,III,74.9,1.271,0.074,0.082,,
LAND ROVER,Defender Station Wagon,2.5 TD5 90,M5,2495,Diesel,11.9,8.8,10,23.7,32.1,28.3,282,1812,III,76,0.327,,0.547,0.566,0.065
LAND ROVER,Defender Station Wagon,2.5 TD5 110,M5,2495,Diesel,12.2,9.5,10.5,23.2,29.7,26.9,299,1906,III,75,0.399,,0.663,0.685,0.075
LAND ROVER,Discovery 3,2.7 V6,M6,2720,Diesel,11.5,8.2,9.4,24.5,34.5,30,249,1709,III,73,0.371,,0.567,0.608,0.052
LAND ROVER,Discovery 3,2.7 V6,A6,2720,Diesel,13.2,8.7,10.4,21.4,32.3,27.2,275,1885,III,71,0.135,,0.601,0.622,0.056
LAND ROVER,Freelander,1.8 2005 Model Year,M5,1796,Petrol,13.6,8.5,10.4,20.8,33.3,27.3,248,1798,III,74,0.63,0.07,0.1,,
LAND ROVER,Freelander,2.0 2005 Model Year,M5,1951,Diesel,9.1,6.7,7.6,31,42.2,37.2,205,1378,III,72,0.088,,0.442,0.451,0.043
LAND ROVER,Freelander,2.0 2005 Model Year,A5,1951,Diesel,11.3,7.1,8.6,25.2,39.6,32.8,240,1563,III,72,0.056,,0.473,0.481,0.044
LAND ROVER,Freelander,2.5 V6,A5,2497,Petrol,17.2,9.7,12.4,16.5,29.1,22.7,298,2163,III,68,0.49,0.1,0.1,,
LAND ROVER,Freelander,2.0 2006 Model Year,A5,1951,Diesel,11.3,7.1,8.6,25.2,39.6,32.8,240,1563,III,72,0.059,,0.607,0.614,0.052
LAND ROVER,Freelander,2.0 2006 Model Year,M5,1951,Diesel,9.6,6.7,7.7,29.4,42.2,36.7,205,1397,III,72,0.271,,0.496,0.531,0.031
LAND ROVER,Range Rover,3,A5,2926,Diesel,14.4,9.4,11.3,19.6,30.1,25,299,2051,III,74,0.106,,0.715,0.732,0.069
LAND ROVER,Range Rover,4.4 V8 (05 MY),A5,4398,Petrol,23.2,12.2,16.2,12.2,23.2,17.4,389,2822,III,73,1.972,0.235,0.052,,
LAND ROVER,Range Rover Sport,2.7 V6,A6,2720,Diesel,13.2,8.5,10.2,21.4,33.2,27.7,271,1851,III,72,0.135,,0.601,0.622,0.056
LTI,Taxi - TXII,2.4 Taxi/Hirecar,A4,2402,Diesel,11.2,8.1,9.2,25.3,35.1,30.7,243,1670,III,70.8,0.016,,0.722,0.727,0.084
LTI,Taxi - TXII,2.4 Taxi/Hirecar,M5,2402,Diesel,9.7,6.7,7.8,29,42.3,36.2,206,1417,III,73.4,0.134,,0.456,0.476,0.055
MAZDA,Mazda2 (2004 MY),1.4 TD (2004 MY) ,M5,1399,Diesel,5.4,4,4.5,52.3,70.6,62.8,119,817,III,70,0.367,,0.423,0.453,0.022
MAZDA,Mazda2 (2004 MY),1.4 TD (2004 MY),ASM  ,1399,Diesel,5.4,4,4.5,52.3,70.6,62.8,119,817,III,69,0.278,,0.422,0.469,0.021
MAZDA,Mazda3,1.6 TD 4/5 Door,M5,1598,Diesel,6.2,4.3,5,45.6,65.7,56.5,138,908,III,73,0.142,,0.369,0.388,0.037
MAZDA,Mazda6 (2004 MY),2.0 4/5 Door,A4,1999,Petrol,11.9,6.9,8.8,23.7,40.9,32.1,209,1529,III,73.3,0.62,0.14,0.095,,
MAZDA,Mazda6 (2004 MY),2.0 Estate,A4,1999,Petrol,12.1,7.1,9,23.3,39.8,31.4,215,1564,III,73.3,0.62,0.14,0.095,,
MAZDA,Mazda6 (2004 MY),2.3 AWD Estate,A5,2261,Petrol,15.2,8.2,10.8,18.6,34.5,26.2,257,1874,III,72,0.35,0.077,0.092,,
MAZDA,Mazda6 (2004 MY),2.0 TD 136 PS Estate,M5,1998,Diesel,8.2,5.4,6.4,34.5,52.3,44.1,176,1163,III,70,0.3,,0.3,0.324,0.034
MAZDA,MX - 5 (2004 MY),1.6,M5,1598,Petrol,10.2,6.4,7.8,27.7,44.1,36.7,188,1338,III,72,0.476,0.138,0.081,,
MAZDA,MX - 5 (2004 MY),1.8 5 speed,M5,1840,Petrol,11.4,7.1,8.7,24.8,39.8,32.5,210,1511,III,73,1.108,0.179,0.086,,
MAZDA,MX - 5 (2004 MY),1.8 6 speed,M6,1840,Petrol,11.9,7.2,8.9,23.7,39.2,31.7,215,1549,III,72,1.133,0.156,0.066,,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140,M5,1397,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,170,1234,III,72,1.054,0.138,0.024,0.162,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 ,A5,1397,Petrol,10.2,5.8,7.5,27.7,48.7,37.7,180,1302,III,72,0.337,0.093,0.03,0.123,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 LWB,M5,1397,Petrol,9.8,5.7,7.1,28.8,49.6,39.8,170,1234,III,72,0.721,0.123,0.021,0.144,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 LWB,A5,1397,Petrol,10.5,5.9,7.5,26.9,47.9,37.7,180,1302,III,72,0.39,0.093,0.036,0.129,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160,M5,1598,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,1302,III,73,0.288,0.124,0.036,0.16,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160,A5,1598,Petrol,10.6,6.1,7.7,26.7,46.3,36.7,184,1338,III,73,0.288,0.124,0.036,0.16,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 LWB,M5,1598,Petrol,10.2,5.6,7.2,27.7,50.4,39.2,172,1252,III,74,0.7,0.129,0.028,0.157,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 LWB,A5,1598,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,184,1302,III,73,0.311,0.134,0.033,0.167,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 CDI,M5,1689,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,817,III,69,0.158,,0.346,0.368,0.039
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 CDI,A5,1689,Diesel,7.7,4.5,5.5,36.7,62.8,51.4,146,998,III,71,0.132,,0.454,0.477,0.039
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI,M5,1689,Diesel,6.3,4.3,5,44.8,65.7,56.5,133,908,III,74,0.386,,0.383,0.435,0.041
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI,A5,1689,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,145,998,III,71,0.14,,0.434,0.454,0.045
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI LWB,M5,1689,Diesel,6.3,4.3,5,44.8,65.7,56.5,133,908,III,74,0.394,,0.393,0.441,0.042
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI LWB,A5,1689,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,145,998,III,71,0.112,,0.456,0.476,0.047
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 ,M5,1898,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,180,1302,III,73,0.747,0.1,0.022,0.122,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 ,A5,1898,Petrol,10.5,6,7.6,26.9,47.1,37.2,182,1320,III,71,0.544,0.102,0.025,0.127,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190,M5/s,1898,Petrol,10.7,6,7.7,26.4,47.1,36.7,184,1338,III,73,0.747,0.1,0.022,0.122,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB,M5,1898,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,180,1302,III,73,0.705,0.095,0.021,0.116,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB,A5,1898,Petrol,10.5,6,7.6,26.9,47.1,37.2,182,1320,III,71,0.609,0.106,0.022,0.128,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB,M5/s,1898,Petrol,10.7,6,7.7,26.4,47.1,36.7,184,1338,III,73,0.705,0.095,0.021,0.116,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG ,M5,2084,Petrol,11,6.2,7.9,25.7,45.6,35.8,190,1371,III,73,0.485,0.071,0.023,0.094,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG ,A5,2084,Petrol,11.3,6.5,8.2,25,43.5,34.4,197,1427,III,74,0.637,0.083,0.016,0.099,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG LWB,M5,2084,Petrol,11,6.2,7.9,25.7,45.6,35.8,190,1371,III,73,0.544,0.081,0.022,0.103,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG LWB,A5,2084,Petrol,11.3,6.5,8.2,25,43.5,34.4,197,1427,III,74,0.621,0.074,0.013,0.087,
MERCEDES-BENZ,C Class Saloon (F/Lift),C270 CDI (All Tyres),M6,2685,Diesel,9.7,5.1,6.8,29.1,55.4,41.5,181,1236,III,72,0.38,,0.378,0.427,0.033
MERCEDES-BENZ,C Class Saloon (F/Lift),C270 CDI (All Tyres),A5,2685,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1288,III,71,0.256,,0.363,0.421,0.042
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 up to 225 Tyres,M6,3199,Petrol,15.6,7.8,10.9,17,36.2,25.9,263,1896,III,75,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 245 Tyres,M6,3199,Petrol,16.6,8.3,11.4,17,34,24.8,274,1980,III,75,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 up to 225 Tyres,A5,3199,Petrol,14.6,7.7,10.2,19.3,36.7,27.7,242,1772,III,74,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 245 Tyres,A5,3199,Petrol,15.7,8.1,10.8,18,34.9,26.2,260,1874,III,74,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Estate (F/Lift),C270 CDI (All Tyres),M6,2685,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,1288,III,72,0.357,,0.42,0.473,0.036
MERCEDES-BENZ,C Class Estate (F/Lift),C270 CDI (All Tyres),A5,2685,Diesel,9.9,6,7.4,28.5,47.1,38.2,198,1342,III,71,0.156,,0.435,0.479,0.044
MERCEDES-BENZ,C Class Estate (F/Lift),C320 up to 225 Tyres,M6,3199,Petrol,16.7,8.2,11.4,16.9,34.4,24.8,272,1980,III,75,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 245 Tyres,M6,3199,Petrol,16.7,8.5,11.5,16.9,33.2,24.6,277,1996,III,75,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 up to 225 Tyres,A5,3199,Petrol,14.8,8,10.5,19.1,35.3,26.9,249,1825,III,74,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 245 Tyres,A5,3199,Petrol,16,8.3,11.2,17.7,34,25.2,269,1948,III,74,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 up to 225 Tyres,M6,3199,Petrol,16.3,7.8,10.9,17.3,36.2,25.9,262,1896,III,73,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 245 Tyres,M6,3199,Petrol,16.8,8.2,11.4,16.8,34.4,23.7,274,2072,III,73,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 up to 225 Tyres,A5,3199,Petrol,15.6,7.7,10.6,18.1,36.7,26.7,254,1839,III,71,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 245 Tyres,A5,3199,Petrol,15.7,8.1,10.8,18,34.9,26.2,260,1874,III,71,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (205 Tyres),S/A6,1796,Petrol,11.6,6.5,8.3,24.4,43.5,34,200,1444,III,73,0.244,0.085,0.045,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (225 Tyres),S/A6,1796,Petrol,11.7,6.5,8.5,24.1,43.5,33.2,204,1479,III,73,0.244,0.085,0.045,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (265 Tyres),S/A6,1796,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,210,1497,III,73,0.244,0.085,0.045,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (205 Tyres),M6,1796,Petrol,11.6,6.1,8.4,24.4,46.3,33.6,202,1461,III,73,0.406,0.064,0.033,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (225 Tyres),M6,1796,Petrol,11.9,6.3,8.6,23.7,44.8,32.8,206,1497,III,73,0.406,0.064,0.033,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (265 Tyres),M6,1796,Petrol,12.8,6.8,9,22.1,41.5,31.4,216,1564,III,73,0.406,0.064,0.033,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (205 Tyres),A5,1796,Petrol,12.8,6.4,8.7,22.1,44.1,32.5,209,1511,III,73,0.406,0.058,0.021,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (225 Tyres),A5,1796,Petrol,13,6.5,8.9,21.7,43.5,31.7,214,1549,III,73,0.406,0.058,0.021,,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (265 Tyres),A5,1796,Petrol,13.1,6.9,9.1,21.6,40.9,31,220,1584,III,73,0.406,0.058,0.021,,
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (All Tyre Sizes),A5,2148,Diesel,9.1,5.3,6.7,31,53.3,42.2,177,1215,III,73,0.065,,0.383,0.394,0.045
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (205 Tyres),S/A6,2148,Diesel,7.8,4.9,5.9,36.2,57.6,47.9,157,1071,III,72,0.094,,0.447,0.459,0.036
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (225 Tyres),S/A6,2148,Diesel,8,5,6.1,35.3,56.5,46.3,162,1108,III,72,0.094,,0.447,0.459,0.036
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (265 Tyres),S/A6,2148,Diesel,8.3,5.3,6.4,34,53.3,44.1,170,1163,III,72,0.094,,0.447,0.459,0.036
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (205 Tyres),M6,2148,Diesel,8.5,4.8,6.1,33.2,58.8,46.3,162,1108,III,72,0.138,,0.446,0.463,0.037
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (225 Tyres),M6,2148,Diesel,8.7,4.9,6.3,32.5,57.6,44.8,167,1145,III,72,0.138,,0.446,0.463,0.037
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (265 Tyres),M6,2148,Diesel,8.9,5.2,6.6,31.7,54.3,42.8,175,1198,III,72,0.138,,0.446,0.463,0.037
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (205 Tyres),A5,2148,Diesel,8.7,5.1,6.4,32.5,55.4,44.1,168,1163,III,73,0.065,,0.383,0.394,0.045
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (225 Tyres),A5,2148,Diesel,9.1,5.4,6.7,31,52.3,42.2,177,1215,III,73,0.065,,0.383,0.394,0.045
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI (265 Tyres),A5,2148,Diesel,9.2,5.6,6.9,30.7,50.4,40.9,180,1254,III,73,0.065,,0.383,0.394,0.045
MERCEDES-BENZ,E Class (W211) Saloon,E240 (205 Tyres),A5,2597,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,238,1723,III,70,0.212,0.07,0.046,,
MERCEDES-BENZ,E Class (W211) Saloon,E240 (225 Tyres),A5,2597,Petrol,15.2,7.6,10.4,18.6,37.2,27.2,250,1805,III,70,0.212,0.07,0.046,,
MERCEDES-BENZ,E Class (W211) Saloon,E240 (265 Tyres),A5,2597,Petrol,15.9,7.9,10.9,17.8,35.8,25.9,262,1896,III,70,0.212,0.07,0.046,,
MERCEDES-BENZ,E Class (W211) Saloon,E270 CDI (All Tyre Sizes),S/A6,2685,Diesel,8.5,5.1,6.3,33.2,55.4,44.8,167,1145,III,72,0.148,,0.421,0.446,0.034
MERCEDES-BENZ,E Class (W211) Saloon,E270 CDI (All Tyre Sizes),M6,2685,Diesel,9.1,5.1,5.6,31,55.4,43.5,172,1179,III,72,0.311,,0.387,0.427,0.034
MERCEDES-BENZ,E Class (W211) Saloon,E270 CDI (All Tyre Sizes),A5,2685,Diesel,9.8,5.3,6.8,28.8,53.3,41.5,180,1236,III,71,0.147,,0.375,0.399,0.038
MERCEDES-BENZ,E Class (W211) Saloon,E320 (All Tyre Sizes),A5,3199,Petrol,14.4,7.5,9.9,19.6,37.7,28.5,238,1723,III,69,0.273,0.052,0.017,,
MERCEDES-BENZ,E Class (W211) Saloon,E320 (225 Tyres),A5,3199,Petrol,14.4,7.5,9.9,19.6,37.7,28.5,238,1723,III,69,0.273,0.052,0.017,,
MERCEDES-BENZ,E Class (W211) Saloon,E320 (245 Tyres),A5,3199,Petrol,14.4,7.5,9.9,19.6,37.7,28.5,238,1723,III,69,0.273,0.052,0.017,,
MERCEDES-BENZ,E Class (W211) Saloon,E320 (265 Tyres),A5,3199,Petrol,15.4,7.7,10.5,18.3,36.7,26.9,252,1825,III,69,0.273,0.052,0.017,,
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI (205 & 225 Tyres),A5,3222,Diesel,9.4,5.4,6.9,30.1,52.3,40.9,183,1254,III,72,0.037,,0.35,0.364,0.03
